Name,Role,State,District,Party,Served,Active On X,Account,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
"Bacon, Don",Representative,Nebraska,2,Republican,House: 2017-Present,Yes,RepDonBacon,'1907569150534279211',"Join my office &amp; the Nebraska delegation for Service Academy Days in Bellevue &amp; Omaha! These events offer HS students info on applying for congressional nominations to military service academies. As a 30-year AF veteran, I encourage all students to explore these opportunities. https://t.co/9ea0ochdE7",en,Tweet,0,11,0,3,2634.0,2025-04-03 00:01:41,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,photo,https://pbs.twimg.com/media/GnkMCIDXQAAKPPJ.jpg
"Connolly, Gerald E.",Representative,Virginia,11,Democratic,House: 2009-2025,Yes,GerryConnolly,'1907569550784118920',"This isn’t going away, no matter how badly Donald Trump wishes it would. We will get answers.",en,Tweet,55,8609,2302,738,128760.0,2025-04-03 00:03:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Moore, Riley M.",Representative,West Virginia,2,Republican,House: 2025-Present,Yes,RepRileyMoore,'1907569612746576240',"Communities like mine have been crushed by globalization for decades. 

The era of economic surrender is finally over -- today is liberation day! https://t.co/dKIMBthdWE",en,Tweet,33,1595,331,136,81190.0,2025-04-03 00:03:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1907567273704873984/pu/vid/avc1/1280x720/u-op1UpkvPNxLShM.mp4?tag=12
"Garamendi, John",Representative,California,8,Democratic,House: 2009-Present,Yes,RepGaramendi,'1907569960508862810',"There’s a way to make tariffs targeted and pro worker.

But Trump’s reckless tariffs will mean layoffs, lower wages, and higher prices.
 
While Trump tanks the economy, Democrats want to protect workers, create jobs, and make big corporations pay their fair share.",en,Tweet,1,4,0,11,462.0,2025-04-03 00:04:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Biggs, Andy",Representative,Arizona,5,Republican,House: 2017-Present,Yes,RepAndyBiggsAZ,'1907570145138032839',"President Trump’s reciprocal tariffs are a brilliant economic strategy. 

Joe Biden left the United States with a whopping $1.2 trillion trade deficit at the end of his regime. 

President Trump is correcting the egregious trade imbalances our previous leaders allowed to persist.",en,Tweet,44,2523,584,408,82457.0,2025-04-03 00:05:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Pressley, Ayanna",Representative,Massachusetts,7,Democratic,House: 2019-Present,Yes,RepPressley,'1907570231934853323',"Everyone should be able to choose their own healthcare provider.

But today, right-wing extremists want to deny Medicaid recipients that fundamental right and continue their assault on healthcare.

The Supreme Court must stand with the people and protect patients' rights. https://t.co/ctWeix60DJ",en,Tweet,3,52,22,39,3962.0,2025-04-03 00:05:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1907569875427459072/vid/avc1/720x1280/XNjvbfFJWrdGfc-J.mp4?tag=16
"Hickenlooper, John W.",Senator,Colorado,,Democratic,Senate: 2021-Present,Yes,SenatorHick,'1907570521656439085',Coloradans shouldn’t be stuck paying for Trump’s broken promises to lower costs. These tariffs are bad for Colorado and bad for America. https://t.co/TobcJ5g7rU,en,Tweet,5,250,51,283,12366.0,2025-04-03 00:07:07,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1907570043245789184/vid/avc1/720x1280/SzDXdCK39pBzYdxK.mp4?tag=14
"Crank, Jeff",Representative,Colorado,5,Republican,House: 2025-Present,Yes,RepJeffCrank,'1907570657463767140',"I am appalled at Colorado's Senate Bill 3. 

This bill will ban the purchase of most semiautomatic firearms, unless they are approved by their county sheriff and undergo mandatory training. https://t.co/dOzVyX3kaK",en,Tweet,1,31,8,10,936.0,2025-04-03 00:07:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1907535123060285440/pu/vid/avc1/720x1280/_UmV51y6ZQWotac3.mp4?tag=12
"Crank, Jeff",Representative,Colorado,5,Republican,House: 2025-Present,Yes,RepJeffCrank,'1907570658982125792',"Law-abiding citizens should not need government permission to exercise their right to self-defense.

@GovofCO - VETO this bill!",en,Reply,0,25,4,6,521.0,2025-04-03 00:07:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Deluzio, Christopher R.",Representative,Pennsylvania,17,Democratic,House: 2023-Present,Yes,RepDeluzio,'1907570751961436297',My statement on today’s tariff news ⤵️ https://t.co/We9flJYXBe,en,Tweet,22,132,23,69,89030.0,2025-04-03 00:08:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GnkNfLiXkAE1wkW.jpg,https://pbs.twimg.com/media/GnkNfLgWUAAPnGD.jpg"
"Bacon, Don",Representative,Nebraska,2,Republican,House: 2017-Present,Yes,RepDonBacon,'1907571716840140921',"Thank you to the over 100 attendees who joined us for Nebraska Breakfast this morning, the oldest ongoing gathering of its kind on Capitol Hill. All Nebraskans and their guests are invited to attend and visit with their Congressional delegation. https://t.co/uTC1l3JZ77",en,Tweet,1,77,10,16,4133.0,2025-04-03 00:11:52,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,photo,"https://pbs.twimg.com/media/GnkOXIPXQAEJyAa.jpg,https://pbs.twimg.com/media/GnkOXHrWkAAAGBO.jpg,https://pbs.twimg.com/media/GnkOXH6WEAAg9SH.jpg,https://pbs.twimg.com/media/GnkOXIGWQAA0qET.jpg"
"Larson, John B.",Representative,Connecticut,1,Democratic,House: 1999-Present,Yes,RepJohnLarson,'1907571761333391471',We've learned the Acting Social Security Commissioner canceled contracts in Maine as political retribution for Trump. E-mails revealed he knew this would increase improper payments &amp; fraud. Dudek and Musk's DOGE need to come before Congress UNDER OATH NOW! https://t.co/rs45ipiOje,en,Tweet,39,1489,940,43,11775.0,2025-04-03 00:12:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.huffpost.com/entry/janet-mills-social-security-maine-leland-dudek_n_67ed2d99e4b0b937ab8f135c?m5,,
"Cuellar, Henry",Representative,Texas,28,Democratic,House: 2005-Present,Yes,RepCuellar,'1907571876249088165',"Today, I had the opportunity to reconnect with Patricia Munson and Dianna Walters, two valued constituents from Laredo, Texas. We discussed the key legislative priorities for TX-28 and the ongoing work in our district. I’m excited to continue working with Patricia, Dianna, and other constituents to drive progress in the future!",en,Tweet,0,3,1,2,514.0,2025-04-03 00:12:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GnkOgjlW8AAtHB3.jpg
"Buchanan, Vern",Representative,Florida,16,Republican,House: 2007-Present,Yes,VernBuchanan,'1907572031958253779',Proud to join @SpeakerJohnson to hear @POTUS’s plan to bring jobs back to America. 🇺🇸 https://t.co/dMMg2VFGEz,en,Tweet,0,13,0,2,473.0,2025-04-03 00:13:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GnkOpmjXEAAtW7x.jpg
"Moore, Gwen",Representative,Wisconsin,4,Democratic,House: 2005-Present,Yes,RepGwenMoore,'1907572083195847084',"Myself and too many of my constituents know what it's like to struggle to keep the heat on and paid for in the winter.

Cutting the staff that help keep the heat on for families in need in the Wisconsin cold is not just cruel, it is risking lives.
https://t.co/qjUinrvGIM",en,Tweet,0,6,0,0,471.0,2025-04-03 00:13:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.nytimes.com/2025/04/02/climate/trump-layoffs-energy-assistance-liheap.html,,
"Welch, Peter",Senator,Vermont,,Democratic,"Senate: 2023-Present, House: 2007-2023",Yes,SenPeterWelch,'1907572189290967318',"New York City Mayor Eric Adams was credibly charged with crimes. 

Then, he decided to help President Trump with his cruel deportation policies.

Despite objections from career prosecutors, the Trump Admin has now successfully dismissed charges against Adams.

It's wrong.",en,Tweet,0,28,3,8,1219.0,2025-04-03 00:13:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Trahan, Lori",Representative,Massachusetts,3,Democratic,House: 2019-Present,Yes,RepLoriTrahan,'1907572483110105294',"Prices are high. The stock market is in free fall. And Donald Trump’s solution is to double down on his reckless trade war.

Tariffs mean Americans will pay more for food, utilities, clothes and appliances. 

Where are Republicans in Congress? Why won’t they speak up for their constituents?",en,Tweet,2,18,5,22,1348.0,2025-04-03 00:14:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Brown, Shontel M.",Representative,Ohio,11,Democratic,House: 2021-Present,Yes,RepShontelBrown,'1907572670289363082',"NE Ohio - our 3rd Annual OH-11 Small Business Expo is on May 3rd. I hope to see you there!

Register at https://t.co/WjJoOvsKZW https://t.co/LrQN8OlVWC",en,Tweet,0,15,1,7,718.0,2025-04-03 00:15:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,http://shontelbrown.house.gov/expo,video,https://video.twimg.com/amplify_video/1907572586533269504/vid/avc1/1280x720/zFOFCBo7WuttbUdz.mp4?tag=16
"Sykes, Emilia Strong",Representative,Ohio,13,Democratic,House: 2023-Present,Yes,RepEmiliaSykes,'1907572768788427199',"We can't afford cuts to Medicaid. More than 200,000 people in #OH13, including children, seniors, pregnant women, and more would be impacted, all while decimating our largest employer, health care systems. #SaveMedicaid https://t.co/GlUiKUNz3k",en,Tweet,1,6,3,3,368.0,2025-04-03 00:16:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#OH13,#SaveMedicaid",,video,https://video.twimg.com/amplify_video/1907572628988080128/vid/avc1/720x896/OVzpohrgsJKwIv9x.mp4?tag=16
"Gottheimer, Josh",Representative,New Jersey,5,Democratic,House: 2017-Present,Yes,RepJoshG,'1907572773733454201',"Stablecoins are a critical part of the growing digital asset ecosystem. We need rules to protect Jersey families as they invest in digital assets in America — instead of overseas.

I’m helping introduce the STABLE Act to keep innovation in the US and protect American’s digital pocketbooks.",en,Tweet,0,2,1,4,893.0,2025-04-03 00:16:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1907572333046382592/pu/vid/avc1/1556x720/Ol_oONU3rUN06gvh.mp4?tag=12
"Griffith, H. Morgan",Representative,Virginia,9,Republican,House: 2011-Present,Yes,RepMGriffith,'1907572890259591314',"Congratulations to Oak Hill Academy graduate Carmelo Anthony on his election to the NBA Hall of Fame Class of 2025!

The 10-time NBA all-star played his senior year of high school for the revered academy, located in Grayson County. They won the 2001 national title thanks to Melo! https://t.co/KrwBvGCUzx",en,Tweet,0,7,2,0,568.0,2025-04-03 00:16:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GnkPbyOXcAAPu0k.jpg
"Brownley, Julia",Representative,California,26,Democratic,House: 2013-Present,Yes,RepBrownley,'1907573055775240330',"The Trump administration has made no secret of its cruel indifference towards the needs of America's working families – especially those who depend on critical government programs and resources to put food on the table.

With food costs skyrocketing, lower-income families are struggling more than ever to put meals on the table. Yet, USDA suspended shipments of eggs, dairy, and meat meant for Food Share, a regional food bank that feeds over 250,000 people across #VenturaCounty.

Instead of helping fight hunger, Trump is making it harder for families to get the food they need. His administration is cutting resources, driving up costs, and worsening food insecurity.

No child should go to bed hungry. That is why I will keep fighting for federal funding and resources that support Food Share’s mission and ensuring our communities don’t go without.
https://t.co/2iFbJQolp4",en,Tweet,1,9,0,6,498.0,2025-04-03 00:17:12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Barragán, Nanette Diaz",Representative,California,44,Democratic,House: 2017-Present,Yes,RepBarragan,'1907573206610767915',"The focus should be on COOPERATION, not Trump’s phony liberation. 
 
We need to build on our relationships with our closest allies and trading partners, not tear them down. That’s why I recently traveled to Mexico to discuss cooperation on trade and other issues with Mexican officials and business leaders.
 
Trump, Musk, and Republicans just want to hurt our international friends and make the American people pay a tax on everyday goods that will go straight into the pockets of Trump’s billionaire donors.",en,Tweet,0,1,1,2,490.0,2025-04-03 00:17:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Stutzman, Marlin A.",Representative,Indiana,3,Republican,"House: 2010-2017, 2025-Present",Yes,RepStutzman,'1907573300072530097',The STABLE Act will make America a leader in the digital payment ecosystem and STRENGTHEN the US dollar! https://t.co/R9Ne22W3fT,en,Tweet,1,4,1,2,1203.0,2025-04-03 00:18:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1907573246188269568/vid/avc1/720x1280/FNhkJxJ3tnf0NP3u.mp4?tag=16
"McClain, Lisa C.",Representative,Michigan,9,Republican,House: 2021-Present,Yes,RepLisaMcClain,'1907573864021831685',President Trump made it clear today that we will no longer put American workers at an unfair disadvantage. https://t.co/rw8WN4uPVg,en,Tweet,0,60,8,29,1898.0,2025-04-03 00:20:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GnkQUc5XUAA-7s6.jpg
"Goodlander, Maggie",Representative,New Hampshire,2,Democratic,House: 2025-Present,Yes,RepGoodlander,'1907574016090484884',"Hardworking people across NH are already feeling the pain of an affordability crisis from the grocery store to the gas pump.  

I’m fighting to lower costs in Congress. President Trump is threatening to jack them by starting senseless trade wars. 
https://t.co/IrFlewqglR",en,Tweet,1,5,1,17,500.0,2025-04-03 00:21:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.bostonglobe.com/2025/04/02/nation/trump-presidency-live-updates/,,
"Leger Fernandez, Teresa",Representative,New Mexico,3,Democratic,House: 2021-Present,Yes,RepTeresaLF,'1907574350087123189',"Trump promised to LOWER prices on day one.

Today, his new, reckless tariffs created the largest tax hike in American history that will cost Americans more than $3,000 per year.

Food, gas, clothing, cars, computers, and more will ALL go up—and the billionaires don’t care.

https://t.co/dd0zdaUX7u",en,Tweet,0,22,5,10,932.0,2025-04-03 00:22:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Cortez Masto, Catherine",Senator,Nevada,,Democratic,Senate: 2017-Present,Yes,SenCortezMasto,'1907574364041539818',"I've always stood with American workers to bring manufacturing back to this country. There's a smart way to use targeted tariffs to support American jobs.

But this president's chaotic, blanket approach will only raise costs for families and harm our economy. https://t.co/8YepM0XXFV",en,Tweet,2,46,14,57,2659.0,2025-04-03 00:22:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1907574166082990080/pu/vid/avc1/1080x1920/44eTpiIxlpR-Zjt5.mp4?tag=14
"Harshbarger, Diana",Representative,Tennessee,1,Republican,House: 2021-Present,Yes,RepHarshbarger,'1907574516189941927',"It was great participating in today’s @POLITICO panel to discuss all things PBM reform!

One thing we can all agree on is that we must reform PBMs and reduce prescription drug prices — I’m proud to be a leader in this fight. https://t.co/V3Hpx6g4wh",en,Tweet,0,4,0,1,462.0,2025-04-03 00:23:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GnjnuysXcAADY7j.jpg
"Lawler, Michael",Representative,New York,17,Republican,House: 2023-Present,Yes,RepMikeLawler,'1907574586251882914',"Just NOW: “The purpose of this bill has nothing to do with Donald Trump and Elon Musk, despite the hours of commentary we’ve heard today…”

The true purpose of the STABLE Act is to set up a regulatory framework to ensure transparency and accountability with stablecoins in the digital economy.",en,Tweet,3,18,4,12,3108.0,2025-04-03 00:23:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1907574504311672832/vid/avc1/480x276/ejIv0ypzRTsnM4nW.mp4?tag=16
"Timmons, William R.",Representative,South Carolina,4,Republican,House: 2019-Present,Yes,RepTimmons,'1907574993346609442',Strategic tariffs protect industries critical to national security and supply chain resilience. Weak trade deals gutted our industrial base—this correction was long overdue!,en,Tweet,2,164,35,120,6466.0,2025-04-03 00:24:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Fry, Russell",Representative,South Carolina,7,Republican,House: 2023-Present,Yes,RepRussellFry,'1907575131452399668',"HAPPY LIBERATION DAY 🇺🇸

Thanks to @POTUS, America is DONE being taken advantage of.

A new era has begun. https://t.co/k1f7b9WAtH",en,Tweet,0,42,7,19,1274.0,2025-04-03 00:25:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1907575048568807424/vid/avc1/480x264/dn0ZavGFb5qF-whE.mp4?tag=16
"Fetterman, John",Senator,Pennsylvania,,Democratic,Senate: 2023-Present,Yes,SenFettermanPA,'1907575189409284280',"We heard this was going to happen.

Now that it’s been confirmed, we are going to figure out exactly how this impacts Pennsylvania. https://t.co/Vm8mNmcDjM",en,Tweet,3,193,27,102,250387.0,2025-04-03 00:25:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GnkRhlyXIAAZY9s.jpg
"Warner, Mark R.",Senator,Virginia,,Democratic,Senate: 2009-Present,Yes,MarkWarner,'1907575749265207415',"Interesting how Trump is slapping tariffs on countless allies but gives a completely free pass to Russia. Yet another sign of this administration’s endless fealty to Putin… and this time, it’s raising your prices in the process.",en,Tweet,17,1422,479,275,21945.0,2025-04-03 00:27:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Padilla, Alex",Senator,California,,Democratic,Senate: 2021-Present,Yes,SenAlexPadilla,'1907575788636909593',"Republicans are going nuclear on Senate rules to pass their $5.3 trillion-dollar tax cut for billionaires — and working-class Americans are going to have to pay for it.
 
We’re going to fight these gimmicks every step of the way.",en,Tweet,1,18,4,21,1439.0,2025-04-03 00:28:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Horsford, Steven",Representative,Nevada,4,Democratic,"House: 2013-2015, 2019-Present",Yes,RepHorsford,'1907575873022173525',"No president has taxed Americans this much, this fast, and this recklessly. Trump’s tariffs are the largest tax hike in U.S. history—by his own White House’s admission. #NV04",en,Tweet,2,17,6,9,1282.0,2025-04-03 00:28:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#NV04,,,
"Hamadeh, Abraham J.",Representative,Arizona,8,Republican,House: 2025-Present,Yes,RepAbeHamadeh,'1907576279282385350',"Congressman Hamadeh thanks the VA Public Outreach team for supporting the Operation Wake Surf event. He appreciates the efforts of Rebecca, Tony, Drexel, Samatha, Kim, Ebony, James, and Adam in supporting our Veterans. https://t.co/eRKBv4U7iS",en,Tweet,0,64,16,5,5682.0,2025-04-03 00:30:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GnkJYLZaMAcRz3z.jpg
"Panetta, Jimmy",Representative,California,19,Democratic,House: 2017-Present,Yes,RepJimmyPanetta,'1907576279823450414',"Federal employees help us endure wildfires, protect coastlines, safeguard our communities &amp; more. Gutting their jobs is dangerous and shortsighted. In Congress I’m standing up to DOGE’s chaos, defending public service, and ensuring we continue to deliver for the families of CA-19 https://t.co/S4bNE8CySz",en,Tweet,1,6,3,2,1501.0,2025-04-03 00:30:00,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1902743760196227072/vid/avc1/1280x720/c1TFeLFDAO5NUyaG.mp4?tag=14
"Jayapal, Pramila",Representative,Washington,7,Democratic,House: 2017-Present,Yes,RepJayapal,'1907576303869399389',"Student loan borrowers are facing so much uncertainty on their payments as the Trump administration continues to change and cancel repayment programs.

Here is a quick guide on what you need to know right now: https://t.co/bugmsq01hY",en,Tweet,3,23,10,20,3532.0,2025-04-03 00:30:06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.kuow.org/stories/6-things-borrowers-should-know-about-federal-student-loans-right-now,,
"Sorensen, Eric",Representative,Illinois,17,Democratic,House: 2023-Present,Yes,RepEricSorensen,'1907576453807370429',"I may be a Meteorologist and not an Economist, but I know that tariffs are a tax on YOU.

I got behind the news desk again to tell you what you and your family need to know about the breaking announcement from @POTUS.

I will be calling out these price hikes every day while they’re in place because I’m committed to bringing down your costs.",en,Tweet,3,14,2,3,602.0,2025-04-03 00:30:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1907574880284848128/pu/vid/avc1/1280x720/rAaRPW-Ow7Ji8DZG.mp4?tag=12
"Stansbury, Melanie A.",Representative,New Mexico,1,Democratic,House: 2021-Present,Yes,Rep_Stansbury,'1907576467296604626',"Oh, so you mean it’s not about waste, fraud, and abuse? 

But about political retribution, hurting real Americans. 

Got it. ⬇️

https://t.co/oTXZXemE10",en,Tweet,8,239,96,64,5466.0,2025-04-03 00:30:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.huffpost.com/entry/janet-mills-social-security-maine-leland-dudek_n_67ed2d99e4b0b937ab8f135c,,
