Name,Role,State,District,Party,Served,Active On X,Account,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
"Johnson, Henry C. ""Hank""",Representative,Georgia,4,Democratic,House: 2007-Present,Yes,RepHankJohnson,'1887290901690532038',"Federal employees, don't fall for the okie doke. https://t.co/KkStbJPRuT",en,Tweet,6,26,12,10,3098.0,2025-02-06 00:03:09,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1887289252896989184/vid/avc1/1280x720/y11MAeNZK_2GQV5c.mp4?tag=14
"Moore, Riley M.",Representative,West Virginia,2,Republican,House: 2025-Present,Yes,RepRileyMoore,'1887290952512913898',@NCAA_PR Too bad you didn’t have the courage to act on your own accord.,en,Reply,1,151,0,1,5428.0,2025-02-06 00:03:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Mullin, Markwayne",Senator,Oklahoma,,Republican,"Senate: 2023-Present, House: 2013-2023",Yes,SenMullin,'1887290985702449335',Impeachment 3.0? I’m running out of words for these people… https://t.co/Ih3Tz1wVMW,en,Tweet,54,7986,843,898,86516.0,2025-02-06 00:03:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1887290888897888257/vid/avc1/1280x720/sRg6CblWuuvnVZSr.mp4?tag=16
"Tenney, Claudia",Representative,New York,24,Republican,"House: 2017-2019, 2021-Present",Yes,RepTenney,'1887291114371092971',"Despite the challenges posed by New York's unconstitutional Green Light Law, which has hindered local law enforcement's ability to detain criminals, dedicated officers like Sheriff Schenck continue to work to keep our communities safe.

Thank you for supporting federal law enforcement in their mission to rid our nation of these dangerous criminals. https://t.co/VZPiReYdak",en,Tweet,0,38,6,3,1549.0,2025-02-06 00:04:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
"Whitesides, George",Representative,California,27,Democratic,House: 2025-Present,Yes,Rep_Whitesides,'1887291296932565020',"I’m so grateful for the incredible educational institutions and workforce opportunities in CA-27. During my first committee hearing with @sciencedems, I highlighted our incredible community colleges – including @canyons and @AVCollegeCA – as well as the impact that the federal grants freeze announcement had on students. We need to prioritize stability if we want to increase and protect our talent pipeline.

Watch here: https://t.co/xQENjpcCXo",en,Tweet,0,6,2,1,409.0,2025-02-06 00:04:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GjEBbjnWgAAMxa3.jpg
"Jayapal, Pramila",Representative,Washington,7,Democratic,House: 2017-Present,Yes,RepJayapal,'1887291303932649634',"I hear that Elon Musk and DOGE are looking to balance out the federal budget.

Instead of gutting USAID (which is less than 1% of our federal budget), let’s pass my Ultra Millionaire Tax Act, which would bring in $3 TRILLION over 10 years.",en,Tweet,24,2026,573,594,56339.0,2025-02-06 00:04:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Schumer, Charles E.",Senator,New York,,Democratic,"Senate: 1999-Present, House: 1981-1999",Yes,SenSchumer,'1887291673002049703',"You’re going to want to watch as @SenateDems sit down with @PodSaveAmerica tonight live from my office as we hold the floor to push back against Trump's nomination of Russell Vought, the chief architect of Project 2025.",en,Tweet,10,242,85,509,86656.0,2025-02-06 00:06:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Olszewski, Johnny",Representative,Maryland,2,Democratic,House: 2025-Present,Yes,RepJohnnyO,'1887291680115585381',Yesterday I joined my colleagues in a moment of silence on the House floor to honor the lives lost in the DCA plane collision— including 8 Southern Marylanders. My thoughts are with the victims' families as we work to prevent tragedies like this from happening again. https://t.co/lRRmzMNNTc,en,Tweet,0,15,2,0,390.0,2025-02-06 00:06:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GjEBx1IWUAAbgyF.jpg
"Tokuda, Jill N.",Representative,Hawaii,2,Democratic,House: 2023-Present,Yes,RepJillTokuda,'1887292048853565920',"The Trump Administration has been pressuring federal workers to resign &amp; threatening mass layoffs if for those who refuse to accept his bogus payout offer. We have 43,000 hardworking federal employees in Hawaiʻi. We hear you, see you, &amp; will fight for you. https://t.co/yYHFWsm0YZ",en,Tweet,1,25,5,8,6331.0,2025-02-06 00:07:43,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer App</a>",,,video,https://video.twimg.com/ext_tw_video/1887292012228976640/pu/vid/avc1/1280x720/JKymBXSjuoSAbIZN.mp4?tag=12
"McClain Delaney, April",Representative,Maryland,6,Democratic,House: 2025-Present,Yes,RepAprilDelaney,'1887292229456126227',"From @NIST to @DetrickUSAG to @usfire, federal agencies in Maryland’s 6th District are counting on us–the people in Congress and in our communities–to speak up and stand up for them.

Tonight, I spoke on the House floor as a member of the @Labor_Caucus to let our federal workers know: we have your backs.

Watch below ⬇️",en,Tweet,0,6,1,3,816.0,2025-02-06 00:08:26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1887291190573174784/pu/vid/avc1/1280x720/2HCkSES0vvZqytl7.mp4?tag=12
"Hageman, Harriet M.",Representative,Wyoming,At Large,Republican,House: 2023-Present,Yes,RepHageman,'1887292875412562075',I was honored to attend the signing of President Trump's EO to protect women and girls in sports and visit with my good friend Polly Friess! It was also great to see @Riley_Gaines_ and @RepBurgessOwens. It is a great day for women!,en,Tweet,8,1034,135,28,5415.0,2025-02-06 00:11:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,photo,"https://pbs.twimg.com/media/GjDyscxWMAAmsC_.jpg,https://pbs.twimg.com/media/GjDyvrZWgAAntc7.jpg,https://pbs.twimg.com/media/GjDyvrcWIAEveSk.jpg"
"Cruz, Ted",Senator,Texas,,Republican,Senate: 2013-Present,Yes,SenTedCruz,'1887292949047779683',"Great news!

For years, Title IX has been under attack by the media and radical liberals.

President Trump’s Executive Order will ensure fair competition in girls' and women’s sports.

https://t.co/jJgOEu4iD8",en,Tweet,5,1556,145,85,52796.0,2025-02-06 00:11:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.foxnews.com/sports/trump-signs-no-men-womens-sports-executive-order,,
"Crane, Elijah",Representative,Arizona,2,Republican,House: 2023-Present,Yes,RepEliCrane,'1887293122138243368',"If we've learned anything since January 20th, it's that Democrats are the real conspiracy theorists. 

Spreading all kinds of nonsense. Let's see if the @nytimes covers it.

The adults will be busy securing the border, draining the swamp, and fixing the economy.",en,Tweet,11,1565,367,41,10612.0,2025-02-06 00:11:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Coons, Christopher A.",Senator,Delaware,,Democratic,Senate: 2010-Present,Yes,ChrisCoons,'1887293263792750743',"If President Trump was serious about improving Gaza, he wouldn’t have started his administration by freezing the USAID projects needed to feed and shelter Palestinians and help the strip recover. https://t.co/NEcl1hfp8q",en,Tweet,10,322,123,185,12540.0,2025-02-06 00:12:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1887293148356849664/vid/avc1/1280x720/oppaIWlp0wPC56Vi.mp4?tag=16
"Liccardo, Sam T.",Representative,California,16,Democratic,House: 2025-Present,Yes,RepLiccardo,'1887293538695549353',"Dennis Richmond's calming, confident voice filled our kitchen every evening as my siblings and I prepared the dinner table.

Dennis harkens to an age when Americans could agree on a common source of news information, in part because Dennis personified trustworthiness.",en,Tweet,0,23,2,0,1085.0,2025-02-06 00:13:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Markey, Edward J.",Senator,Massachusetts,,Democratic,"Senate: 2013-Present, House: 1977-2013",Yes,SenMarkey,'1887293544555069738',"Earlier today, I introduced an amendment to ensure that no one with a conflict of interest could access our Treasury payment systems. Now, Elon Musk says he will “self-determine” whether there is a conflict of interest. That’s like asking me to ref a Celtics game.",en,Tweet,6,184,44,163,10293.0,2025-02-06 00:13:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Moore, Riley M.",Representative,West Virginia,2,Republican,House: 2025-Present,Yes,RepRileyMoore,'1887293875686928849',It was an honor to preside over the the People’s house this evening! https://t.co/aWWft4OPuW,en,Tweet,0,13,1,0,262.0,2025-02-06 00:14:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GjEDxvBXsAEJl-S.jpg
"Van Duyne, Beth",Representative,Texas,24,Republican,House: 2021-Present,Yes,RepBethVanDuyne,'1887294203241046288',Americans have long wanted the U.S. military involved in border protection because they understand Mexican drug cartels THREATEN our national security. I thank Secretary @PeteHegseth for treating this threat seriously! https://t.co/JIxogduu9X,en,Tweet,2,77,16,4,1969.0,2025-02-06 00:16:16,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,video,https://video.twimg.com/amplify_video/1887294138619486208/vid/avc1/1280x720/UlAvciVWl5Y5QeCd.mp4?tag=16
"Britt, Katie Boyd",Senator,Alabama,,Republican,Senate: 2023-Present,Yes,SenKatieBritt,'1887294219921846370',"The era of allowing deadly fentanyl to flow into our country is over. We're going to clean up our streets, protect our families, secure our borders, and ensure our children can live their American Dream. Let's make America safe again.
https://t.co/Qh0MBcoQkT",en,Tweet,0,156,19,14,4970.0,2025-02-06 00:16:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.britt.senate.gov/news/press-releases/u-s-senator-katie-britt-the-era-of-allowing-fentanyl-to-flow-into-our-country-is-over/,,
"Rulli, Michael A.",Representative,Ohio,6,Republican,House: 2024-Present,Yes,RepMichaelRulli,'1887294770390995388',"I introduced the Beat Bad Bureaucrats Act (HR 886) to help protect Social Security and seniors living on a fixed income!

https://t.co/T27M5dlDI6",en,Tweet,0,3,1,1,215.0,2025-02-06 00:18:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.wkbn.com/news/local-news/bill-could-help-local-seniors-targeted-in-sba-loan-scam/,,
"Warnock, Raphael G.",Senator,Georgia,,Democratic,Senate: 2021-Present,Yes,SenatorWarnock,'1887294892608565662',I’m about to go LIVE on the Senate floor as @SenateDems are holding the floor *all night* to oppose Project 2025 author Russell Vought’s nomination to the Office of Management and Budget. https://t.co/PKaQywO4CQ,en,Tweet,71,5012,947,2276,168516.0,2025-02-06 00:19:01,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1887294337546948608/vid/avc1/404x718/rFYZNFTX6BlJzNKQ.mp4?tag=14
"Blumenthal, Richard",Senator,Connecticut,,Democratic,Senate: 2011-Present,Yes,SenBlumenthal,'1887294900196295104',"As Ranking Member on PSI, I’m demanding answers from Musk’s companies on his conflicts of interest &amp; unprecedented data heist. Musk shouldn't be able to use sensitive gov’t data to benefit his businesses, endanger Americans’ private info&amp;consolidate power. https://t.co/tQqtVFVmaA",en,Tweet,7,373,160,225,9049.0,2025-02-06 00:19:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.blumenthal.senate.gov/newsroom/press/release/musks-illegal-power-grab-blumenthal-demands-answers-from-billionaires-companies-on-glaring-conflicts-of-interest-and-data-heist,,
"Blumenthal, Richard",Senator,Connecticut,,Democratic,Senate: 2011-Present,Yes,SenBlumenthal,'1887294903161417997',"It is imperative Congress promptly obtain information on Musk’s power grab, including the extent to which Musk is gathering information about his companies’ competitors &amp; whether his companies' employees are working on behalf of DOGE. That's why PSI is opening an inquiry.",en,Reply,1,47,10,46,3612.0,2025-02-06 00:19:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Mace, Nancy",Representative,South Carolina,1,Republican,House: 2021-Present,Yes,RepNancyMace,'1887295140089266452',Beautiful testimony to the power of women. 🇺🇸,en,Tweet,6,424,39,48,39037.0,2025-02-06 00:20:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Warnock, Raphael G.",Senator,Georgia,,Democratic,Senate: 2021-Present,Yes,SenatorWarnock,'1887295171454202122',"I’m LIVE on the Senate floor working to slow down the dangerous nomination of Russell Vought to the Office of Management and Budget.

His nomination will only further the chaos and confusion for Georgians and all Americans. WATCH NOW: https://t.co/0dHmctjF6J",en,Tweet,18,1684,428,558,34593.0,2025-02-06 00:20:07,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,https://x.com/i/broadcasts/1eaJbWbZgvoxX,,
"Lawler, Michael",Representative,New York,17,Republican,House: 2023-Present,Yes,RepMikeLawler,'1887295188927934546',I'm proud to be reintroducing the Antisemitism Awareness Act in the 119th Congress. I was joined by several members of Congress and Jewish organizations who are committed to stopping the spread of antisemitism on college campuses. https://t.co/1aHLWd3dpf,en,Tweet,49,1345,198,529,175411.0,2025-02-06 00:20:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GjEE997XYAAYs1N.jpg
"Lee, Mike",Senator,Utah,,Republican,Senate: 2011-Present,Yes,SenMikeLee,'1887295465500385371',"It was great hearing from so many young, energetic Utahns about their work with @CADCA to stop the devastating substance abuse hurting communities across America. Grateful that such passionate people fighting to save lives! https://t.co/Xsvd0qU05a",en,Tweet,2,160,12,13,10830.0,2025-02-06 00:21:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GjEFOEAbIAIcxb6.jpg,https://pbs.twimg.com/media/GjEFOEAacAA9Ddq.jpg,https://pbs.twimg.com/media/GjEFOEAbIAMvDba.jpg"
"Schumer, Charles E.",Senator,New York,,Democratic,"Senate: 1999-Present, House: 1981-1999",Yes,SenSchumer,'1887295711516963080',"We're holding the Senate floor all night to fight back against Trump’s nomination of Russell Vought.

America saw how bad OMB’s illegal, incompetent funding freeze was.

We want Americans to hear EVERY HOUR how bad the dangers are that he poses to their daily lives as OMB head. https://t.co/ksJ2VG7nJX",en,Tweet,41,1937,567,3662,164250.0,2025-02-06 00:22:16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1887295079389306880/vid/avc1/720x1280/cQHMH7OJo0Wdvd2D.mp4?tag=14
"Scott, Rick",Senator,Florida,,Republican,Senate: 2019-Present,Yes,SenRickScott,'1887295728956866653',"Democrats’ ridiculous rules and regulations cost the American people $1.9 TRILLION over the past four years. 

Cutting big government regulations is how we make Washington work better for families. https://t.co/p9AeHgoUuB",en,Tweet,643,17001,3682,904,1684516.0,2025-02-06 00:22:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GjEFdmuWYAA3zO1.jpg
"Calvert, Ken",Representative,California,41,Republican,House: 1993-Present,Yes,KenCalvert,'1887296084554162377',"Thank you, President Trump! Women and girls deserve fairness and safety when competing in sports.",en,Tweet,0,20,2,20,1134.0,2025-02-06 00:23:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Wilson, Joe",Representative,South Carolina,2,Republican,House: 2001-Present,Yes,RepJoeWilson,'1887296844612415532',South African President @CyrilRamaphosa aligns himself with the haters of America and democracy. I am grateful the administration is taking a strong stand against these dictator debate society meetings.,en,Tweet,10,335,47,41,67002.0,2025-02-06 00:26:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Wilson, Frederica S.",Representative,Florida,24,Democratic,House: 2011-Present,Yes,RepWilson,'1887297264927789544',"Dismantling the U.S. Department of Education is an attack on educators, students, and our future.

Financial aid for college students, public schools, equal access to education, student safety, support for students with disabilities—it’s all on the chopping block! https://t.co/wec47aRsnw",en,Tweet,1,13,9,13,1128.0,2025-02-06 00:28:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GjEG3BGWAAAiG_o.jpg,https://pbs.twimg.com/media/GjEG3BEWcAA5Ov0.jpg"
"Gimenez, Carlos A.",Representative,Florida,28,Republican,House: 2021-Present,Yes,RepCarlos,'1887297261220102356',"Thank you for your leadership, @SecRubio!

South Africa has been an unreliable partner &amp; is in the pocket of the murderous regime in Communist #China — America should never reward treacherous behavior!",en,Tweet,1,63,14,16,4867.0,2025-02-06 00:28:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#China,,,
"Moylan, James C.",Representative,Guam,At Large,Democratic,House: 2023-Present,Yes,RepMoylan,'1887297422105161805',"I am honored to serve on the @EdWorkforceCmte in the 119th Congress, alongside my membership in the @HouseForeignGOP and @HASCRepublicans. 

I look forward to champion policies that benefit our island’s students, workers, and businesses in this committee.

Biba Guam! 🇺🇸🇬🇺 https://t.co/xx0rBAFYZZ",en,Tweet,0,7,1,0,371.0,2025-02-06 00:29:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GjEG__dWAAANeRE.jpg
"Luna, Anna Paulina",Representative,Florida,13,Republican,House: 2023-Present,Yes,RepLuna,'1887297515717808157',"I'm proud to share that last month, our office helped return $199,746 to Pinellas and is currently working to resolve over 350 FEMA cases!

Remember, if you need help with a federal agency, please contact my office at (727) 610-3980! https://t.co/CsA7PFwKa8",en,Tweet,16,1244,138,52,46705.0,2025-02-06 00:29:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GjEHFobW8AQLyPA.jpg
"Courtney, Joe",Representative,Connecticut,2,Democratic,House: 2007-Present,Yes,RepJoeCourtney,'1887297513390039175',"I've worked in Washington during Democrat and Republican controlled Congresses, and with Presidents from both sides. 

What we are seeing in Washington now is fundamentally different, and I know it's of great concern to eastern CT.  

I joined WTIC to discuss the latest. https://t.co/sFSExjbpVV",en,Tweet,0,5,0,3,608.0,2025-02-06 00:29:26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1887297391440621568/pu/vid/avc1/720x720/4p2gWW2hqW1QvZiD.mp4?tag=12
"Bell, Wesley",Representative,Missouri,1,Democratic,House: 2025-Present,Yes,RepWesleyBellMO,'1887297577952874616',President Trump and Elon Musk are coming for our Democracy. It will take all of us to stop them: https://t.co/DDXfYFmqKI,en,Tweet,11,66,13,369,289870.0,2025-02-06 00:29:41,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1887297225363005440/pu/vid/avc1/720x746/XbCcoftlCbMD-w5O.mp4?tag=12
"Steube, W. Gregory",Representative,Florida,17,Republican,House: 2019-Present,Yes,RepGregSteube,'1887297631140934001',"I’ve seen enough. The Trump admin was right to suspend aid — I’m taking it a step further.

I just introduced a bill to shut down USAID for good. No more taxpayer dollars wasted on corrupt regimes, far-left agendas, and ineffective programs.

Read more: 
https://t.co/cX5CFvD0tZ https://t.co/74bFYwnWoa",en,Tweet,27,1221,313,242,91983.0,2025-02-06 00:29:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://steube.house.gov/press-releases/rep-steube-introduces-bill-to-abolish-usaid-and-end-wasteful-foreign-aid/,photo,https://pbs.twimg.com/media/GjEHMUgXQAAZq3x.jpg
"Clyburn, James E.",Representative,South Carolina,6,Democratic,House: 1993-Present,Yes,RepJamesClyburn,'1887297657598562638',"Trump has stacked his cabinet with loyalist who are completely unqualified to run the government.

This is what happens when Congressional Republicans completely abdicate their power by encouraging everything Trump is doing. https://t.co/HUPkgAi040",en,Tweet,9,335,105,38,6858.0,2025-02-06 00:30:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1887289601900822528/pu/vid/avc1/1280x720/fk8t8phE6wqgJ-0e.mp4?tag=12
"Panetta, Jimmy",Representative,California,19,Democratic,House: 2017-Present,Yes,RepJimmyPanetta,'1887297658836103357',"We’re introducing legislation to push back against allowing an unelected billionaire access to the highly sensitive personal data of Americans. We must prevent unlawful meddling in the Treasury’s payment systems and protect Americans.
https://t.co/i4Mg4P1lSA",en,Tweet,1,25,12,22,1205.0,2025-02-06 00:30:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.msnbc.com/rachel-maddow-show/maddowblog/democratic-leaders-launch-different-kind-stop-steal-effort-rcna190691,,
"Evans, Dwight",Representative,Pennsylvania,3,Democratic,House: 2016-Present,Yes,RepDwightEvans,'1887297657644920927',"By closing USAID, Trump is becoming the president China always wanted.

One thing is clear: the Musk-Trump Administration isn't interested in protecting the security of the American people.

https://t.co/e3xiNxswNx",en,Tweet,1,4,1,1,486.0,2025-02-06 00:30:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.politico.com/news/magazine/2025/02/05/trump-pro-china-moves-00202500,,
"Massie, Thomas",Representative,Kentucky,4,Republican,House: 2012-Present,Yes,RepThomasMassie,'1887297685838766110',@HeatherIsUnsane I mowed grass for a woman who was born in 1899. I was always fascinated by how much the world had changed since she’d been born.,en,Reply,0,97,4,8,1272.0,2025-02-06 00:30:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Blackburn, Marsha",Senator,Tennessee,,Republican,"Senate: 2019-Present, House: 2003-2019",Yes,MarshaBlackburn,'1887297926172459129',"I look forward to hearing from President Trump’s nominee for U.S. Trade Representative Jamieson Greer in the Finance Committee. 

Jamieson’s background in trade and negotiation will help us pursue America First trade policies.",en,Tweet,2,564,61,58,20772.0,2025-02-06 00:31:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
