Name,Role,State,District,Party,Served,Active On X,Account,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
"Bacon, Don",Representative,Nebraska,2,Republican,House: 2017-Present,Yes,RepDonBacon,'1927865486512906285',"Congrats to new Second Lieutenant Grace Castle on her graduation from the Air Force Academy. She is from Papillion NE, and her Dad gave her the oath, and her mom and sister pinned her rank on. We are proud of Grace who will go to pilot training. I nominated her four years ago. https://t.co/kqIQCV6s0b",en,Tweet,0,119,11,14,3590.0,2025-05-29 00:12:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GsEnRHJWgAAVQFM.jpg,https://pbs.twimg.com/media/GsEnRHNXwAASJBR.jpg"
"Moran, Nathaniel",Representative,Texas,1,Republican,House: 2023-Present,Yes,RepNateMoran,'1927865515810144461',"Back-to-back champs!

Congrats to the @uttylerpatriots Softball Team on winning their second straight DII National Championship.",en,Tweet,0,2,0,0,512.0,2025-05-29 00:12:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Luján, Ben Ray",Senator,New Mexico,,Democratic,"Senate: 2021-Present, House: 2009-2021",Yes,SenatorLujan,'1927865890110132636',"Three years ago, I was a patient at this hospital after suffering a stroke. Thanks to the care I received, I recovered and got back on my feet.

Millions of Americans depend on their health insurance to see a doctor, fill a prescription, and stay healthy. But right now, Congressional Republicans and President Trump are pushing legislation that would rip that care away. New Mexicans know what’s at stake, and we won’t let it happen without a fight.",en,Tweet,0,15,5,4,596.0,2025-05-29 00:13:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GsEnzwDXUAEtSRJ.jpg
"Schumer, Charles E.",Senator,New York,,Democratic,"Senate: 1999-Present, House: 1981-1999",Yes,SenSchumer,'1927866491476578317',The continuing fight between Trump and Musk for who can create the bigger graft to make money off government.,en,Tweet,4,117,36,240,33716.0,2025-05-29 00:16:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Moody, Ashley",Senator,Florida,,Republican,Senate: 2025-Present,Yes,SenAshleyMoody,'1927866714772906330',"Congratulations to all those nominated to serve as federal judges in the great free State of Florida today, including my former Chief Deputy Attorney General John Guard. He is a hard worker, faithful to the law, and understands the important but limited role of a judge. I know he will serve with distinction, honor and integrity.",en,Tweet,5,197,33,13,7093.0,2025-05-29 00:16:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GsElDgqWAAAHbT2.jpg
"Torres, Ritchie",Representative,New York,15,Democratic,House: 2021-Present,Yes,RepRitchie,'1927866811845927382',"I’m outraged by the detention of my constituent Dylan, a 20-year-old student and legal U.S. entrant with no criminal record. He worked, studied, and helped lift his family from homelessness. His detention is unjust. The Bronx deserves answers. 

https://t.co/kTDlxJgHUd",en,Tweet,1,14,6,8,2107.0,2025-05-29 00:17:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.chalkbeat.org/newyork/2025/05/28/ritchie-torres-demands-answers-ice-arrest-venezuelan-student/,,
"Hill, J. French",Representative,Arkansas,2,Republican,House: 2015-Present,Yes,RepFrenchHill,'1927866858062962893',"Had a great time celebrating the 50th anniversary of L’Oréal’s North Little Rock plant and learning more about the innovation and manufacturing taking place right here in Arkansas. It was also wonderful to catch up with @JohnBoozman, @SenTomCotton, @RepRickCrawford, and @SarahHuckabee.

Special thanks to Plant Manager Lorie White and @LOrealUSA CEO David Greenberg for hosting us and showcasing the impressive work happening in our state.
#LOréal50 #AR02 #MadeInArkansas",en,Tweet,1,13,0,6,1137.0,2025-05-29 00:17:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GsEn-fSXMAAuJZR.jpg
"Booker, Cory A.",Senator,New Jersey,,Democratic,Senate: 2013-Present,Yes,SenBooker,'1927867548843868328',"The people of New Jersey deserve a federal judge that will observe judicial independence and work to preserve and secure justice for all. Based on his record, Emil Bove will not do that.

My full statement with @SenatorAndyKim 
https://t.co/hxAzqXFhkx",en,Tweet,4,133,54,266,11290.0,2025-05-29 00:20:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.booker.senate.gov/news/press/booker-kim-joint-statement-on-emil-boves-nomination-to-third-circuit-court-of-appeals,,
"Schumer, Charles E.",Senator,New York,,Democratic,"Senate: 1999-Present, House: 1981-1999",Yes,SenSchumer,'1927867631173857661',"Wow, I didn’t realize Trump was even allowed to break with President Musk.",en,Tweet,13,781,104,1034,98247.0,2025-05-29 00:20:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Thune, John",Senator,South Dakota,,Republican,"Senate: 2005-Present, House: 1997-2003",Yes,LeaderJohnThune,'1927867972585951551',Stopped by Dakota Style in Clark to check out their production facility. https://t.co/2H2vhOUnjH,en,Tweet,6,238,28,448,298167.0,2025-05-29 00:21:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GsEpsm1XsAASxGZ.jpg
"Rubio, Marco",Senator,Florida,,Republican,Senate: 2011-2025,Yes,SecRubio,'1927868400673628272',Had a productive discussion with Iraqi Kurdistan Region President Nechirvan Barzani. Cooperation between the U. S. and the Iraqi Kurdistan Region contributes to the stability within Iraq and the broader region. Key economic partnerships with U.S. companies also benefit both the American and Iraqi peoples.,en,Tweet,136,6457,844,609,431283.0,2025-05-29 00:23:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Riley, Josh",Representative,New York,19,Democratic,House: 2025-Present,Yes,RepRileyNY,'1927868596773945759',"Scott Glezen, a seventh-generation dairy farmer here in Lisle, put his life savings on the line to fulfill a contract with the federal government.

But when it came time for the Feds to hold up their end of the deal, they left Scott out to dry.

So Scott reached out to my office, and I went to work in Washington to get farmers like him the money they were promised.

Today, I was proud to stand with Scott on his family farm to share the long-overdue good news: his federal funding has been fully restored.",en,Tweet,0,9,0,1,344.0,2025-05-29 00:24:26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1927867097029242880/vid/avc1/1920x1080/6tt04vnuhVyCGCfx.mp4?tag=21
"Garcia, Sylvia R.",Representative,Texas,29,Democratic,House: 2019-Present,Yes,RepSylviaGarcia,'1927868617317662964',It was great to join @MarioforHouston for his community safety roundtable. I’m committed to working alongside our city and county partners to ensure our communities are safer and stronger—together. https://t.co/M91R4bZ7bm,en,Tweet,0,5,0,1,447.0,2025-05-29 00:24:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GsEqSflWAAApxhO.jpg,https://pbs.twimg.com/media/GsEqSfmXUAEXsHO.jpg,https://pbs.twimg.com/media/GsEqSflWIAAvpL_.jpg"
"Cotton, Tom",Senator,Arkansas,,Republican,"Senate: 2015-Present, House: 2013-2015",Yes,SenTomCotton,'1927868668664336691',"China’s use of students to spy on political dissidents and American researchers is a well-documented national security threat. 

This is a great decision by President Trump and Secretary Rubio.",en,Tweet,39,2488,492,210,63386.0,2025-05-29 00:24:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Britt, Katie Boyd",Senator,Alabama,,Republican,Senate: 2023-Present,Yes,SenKatieBritt,'1927868725744509053',The Birmingham Northern Beltline is crucial for local communities and for growing economic opportunity for hardworking families. I was proud today to see the work already completed and look forward to helping this project become a reality. https://t.co/B93XWGPXu7,en,Tweet,0,27,5,7,3898.0,2025-05-29 00:24:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1927868638620422144/vid/avc1/720x354/PV54jXz1csiKgrCi.mp4?tag=16
"Mann, Tracey",Representative,Kansas,1,Republican,House: 2021-Present,Yes,RepMann,'1927868740311601547',"Last week, every single Democrat voted against:

➡The largest tax cut in U.S. history
➡Bolstering our national security
➡Securing our borders
➡$60 billion investment in the farm safety net

@HouseGOP has proved we are the only ones actually prepared to lead in the nation’s capital.",en,Tweet,2,150,61,120,11153.0,2025-05-29 00:25:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
"Levin, Mike",Representative,California,49,Democratic,House: 2019-Present,Yes,RepMikeLevin,'1927868781444874546',I had a great time chatting with the Boys and Girls Club of San Clemente. I always appreciate the chance to hear from our young people and talk about the issues that are most important to them. Thanks for having me! https://t.co/1BSapxIFqh,en,Tweet,0,3,1,1,386.0,2025-05-29 00:25:10,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,photo,"https://pbs.twimg.com/media/GsEqcI_WkAAGbNj.jpg,https://pbs.twimg.com/media/GsEqcJKWkAA7Zkm.jpg"
"Cuellar, Henry",Representative,Texas,28,Democratic,House: 2005-Present,Yes,RepCuellar,'1927869156851925027',"This morning in Pleasanton, I had the pleasure of joining city and community leaders to break ground on a project that marks a bold step forward for Atascosa County.

Thanks to a $1.71 million federal investment from the USDA Rural Development Community Facilities Program, Pleasanton Municipal Airport is building a new hangar. It will house up to eight aircraft, generate revenue, and expand services for local businesses, freight operations, and emergency response. Together, these efforts are strengthening the city’s role as a key part of our regional aviation network.

A heartfelt thank you to those whose leadership and hard work made this day possible: Mayor JR Gallegos, Mayor Pro-tem Joey Macon, the Pleasanton City Council, Bond Counsel Carey Troell, USDA partner Betty Soto, Brian Cope of COPE Engineering, Roger Wells of Wells Construction, City Manager Johnny Huizar, Finance Director Raquel Navarro, Assistant Finance Director Cassie Garcia, City Attorney Bobby Maldonado, Airport Manager JJ Roberts, and Ernie Gonzalez of EMC Strategy Group.
Your dedication to this city is laying the foundation for smart, lasting growth.

This hangar represents more than just infrastructure. It reflects the momentum building in Pleasanton and the bright future we are working toward together!",en,Tweet,0,0,0,0,322.0,2025-05-29 00:26:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GsEql58XAAAFMzM.jpg,https://pbs.twimg.com/media/GsEql6AW8AAnWR2.jpg,https://pbs.twimg.com/media/GsEql5_XcAARBIJ.jpg,https://pbs.twimg.com/media/GsEql6DWcAAcjy8.jpg"
"Thune, John",Senator,South Dakota,,Republican,"Senate: 2005-Present, House: 1997-2003",Yes,LeaderJohnThune,'1927869192583184441',Good luck to the Clark track team at the state track meet. https://t.co/6IhCOEcxf5,en,Tweet,8,199,12,116,16795.0,2025-05-29 00:26:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GsEjq0zXYAADfa2.jpg
"Mace, Nancy",Representative,South Carolina,1,Republican,House: 2021-Present,Yes,RepNancyMace,'1927869243464503775',"President Trump is cleaning up the disaster left by the previous administration: millions of illegal immigrants flooding our country, including r*pists, p*dophiles, and m*rderers. 

The Big, Beautiful Bill would add 10,000 more ICE agents to finish the job and do what the Biden administration never did, put the safety of the American people first.",en,Tweet,4,533,111,68,14741.0,2025-05-29 00:27:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,video,https://video.twimg.com/amplify_video/1927807708570296320/vid/avc1/1080x1080/0qoC1zRAxjqd4bvz.mp4?tag=21
"Friedman, Laura",Representative,California,30,Democratic,House: 2025-Present,Yes,RepFriedmanCA,'1927869251790008363',"In the face of Republican efforts to gut Medi-Cal, I’m announcing a new Medi-Cal Response Specialist in my district office — someone dedicated to helping people cut through red tape and get answers in days, not months. https://t.co/OAKc0gwD5c",en,Tweet,0,20,4,8,883.0,2025-05-29 00:27:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GsEq3CDa4AADU9E.jpg,https://pbs.twimg.com/media/GsEq3AraUAMFhy8.jpg,https://pbs.twimg.com/media/GsEq3CCaUAEBQSg.jpg,https://pbs.twimg.com/media/GsEq3CAaUAAst2O.jpg"
"Friedman, Laura",Representative,California,30,Democratic,House: 2025-Present,Yes,RepFriedmanCA,'1927869262913220816',"This isn’t a pilot. It’s already working. If you need help, call my District Office at 818-524-4384.
 
We’re helping people who could otherwise wait months just to speak to someone — because your healthcare can’t wait. https://t.co/5mMi9JWKa6",en,Reply,0,2,1,2,208.0,2025-05-29 00:27:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GsEq3_XaUAIo1mQ.jpg
"Elfreth, Sarah",Representative,Maryland,3,Democratic,House: 2025-Present,Yes,RepSarahElfreth,'1927869610402996247',"It has been a busy few weeks in Washington, but one bright spot was @CAPAC’s AANHPI Heritage Month Night Market and the opportunity to celebrate the rich history, culture, and contributions of the #AANHPI community. Happy Asian American, Native Hawaiian, and Pacific Islander Heritage Month!",en,Tweet,0,3,0,0,269.0,2025-05-29 00:28:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#AANHPI,,photo,"https://pbs.twimg.com/media/GsErIbrWkAAx7n0.jpg,https://pbs.twimg.com/media/GsErIcAWwAAZWYz.jpg,https://pbs.twimg.com/media/GsErIcIXcAAwra3.jpg,https://pbs.twimg.com/media/GsErIcCWEAEsxoc.jpg"
"Padilla, Alex",Senator,California,,Democratic,Senate: 2021-Present,Yes,SenAlexPadilla,'1927869932525506874',"I blocked Republicans’ efforts to pass the SAVE Act because as CA’s former Secretary of State, I see right through this anti-voter bill. https://t.co/VVnAxJ0fsV",en,Tweet,5,337,92,664,21340.0,2025-05-29 00:29:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1927869570208931840/vid/avc1/1080x1920/HvKk1XMZEPYWSfGw.mp4?tag=21
"Moody, Ashley",Senator,Florida,,Republican,Senate: 2025-Present,Yes,SenAshleyMoody,'1927870090415833517',"America First. The U.S. is no longer in the business of importing espionage. This is great leadership by @SecRubio and @POTUS. Now, it’s time for Congress to act and pass my STOP CCP Visas Act. 

We no longer have a choice: As long as the CCP has laws forcing Chinese students to gather intelligence on their behalf, we cannot grant them student visas.",en,Tweet,6,275,60,39,9460.0,2025-05-29 00:30:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Green, Mark E.",Representative,Tennessee,7,Republican,House: 2019-2025,Yes,RepMarkGreen,'1927870468964356571',"As we know, great technological advancements come with great responsibility. I’m here today to emphasize the importance of prioritizing our cybersecurity as we build new capabilities that will continue to change the world.

More from @HomelandGOP’s field hearing with @WendiWhitmore, @hrmcmaster8, @CISAManfra, and @jackhcable:",en,Tweet,1,21,4,6,1392.0,2025-05-29 00:31:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1927855773121417216/vid/avc1/1920x1080/cBlEoONtVtG59e8S.mp4?tag=21
"Hernández, Pablo Jose",Representative,Puerto Rico,At Large,Democratic,House: 2025-Present,Yes,RepPabloJose,'1927870656462426553',"Hoy discutimos con el zar de la energía, Josué Colón, la urgencia de tener un Plan B ante los relevos de carga que ya enfrenta nuestra gente, que no aguanta más esta crisis energética. https://t.co/eXtX4GR9rI",es,Tweet,1,77,8,21,5543.0,2025-05-29 00:32:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GsEsJHlWkAADyWs.jpg
"Biggs, Andy",Representative,Arizona,5,Republican,House: 2017-Present,Yes,RepAndyBiggsAZ,'1927870662430835013',"Democrats kiss the ground that illegal aliens walk on. 

But they say nothing when American citizens are murdered by those who have invaded our country. 

Their continued defense of illegal aliens is outrageous. https://t.co/rvmIL4yYmw",en,Tweet,13,1942,506,191,23437.0,2025-05-29 00:32:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1927870582026014720/vid/avc1/886x488/z0sWcM08Lzn4Ddha.mp4?tag=21
"Huffman, Jared",Representative,California,2,Democratic,House: 2013-Present,Yes,RepHuffman,'1927871302125109488',"Small businesses are the backbone of our local economies – and Trump’s tariffs are wreaking havoc on entrepreneurs and business owners all over the country.

We need to keep fighting back against Trump’s endless chaos and finally put an end to his reckless policy schemes.
https://t.co/91CSGCAk0n",en,Tweet,0,7,0,4,677.0,2025-05-29 00:35:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Barragán, Nanette Diaz",Representative,California,44,Democratic,House: 2017-Present,Yes,RepBarragan,'1927872772522299454',"Head Start is a critical tool that allows kids to access the individual care and education they need to succeed. 

This week, I visited a classroom in #Lynwood to see and hear up close from parents and the kids. 

The entire CA Democratic Delegation stands strongly in favor of the program. Was proud to lead a letter calling on the Trump Administration to protect Head Start funding. Over 94,000 of California’s kids and families are counting on us.",en,Tweet,0,5,1,1,599.0,2025-05-29 00:41:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Lynwood,,photo,"https://pbs.twimg.com/media/GsEuEUvWQAA0VaO.jpg,https://pbs.twimg.com/media/GsEuEUpW4AA73Co.jpg,https://pbs.twimg.com/media/GsEuEUkXcAAdXGj.jpg,https://pbs.twimg.com/media/GsEuEUkXQAAlXRt.jpg"
"Fry, Russell",Representative,South Carolina,7,Republican,House: 2023-Present,Yes,RepRussellFry,'1927872966123040780',Happy 101st birthday to the U.S. Border Patrol! Thank you for protecting our borders and U.S. citizens each and every day 🦅,en,Tweet,0,9,3,5,1008.0,2025-05-29 00:41:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Banks, Jim",Senator,Indiana,,Republican,"Senate: 2025-Present, House: 2017-2025",Yes,SenatorBanks,'1927873052659929315',America First 🇺🇸,en,Tweet,2,160,21,37,5335.0,2025-05-29 00:42:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Gomez, Jimmy",Representative,California,34,Democratic,House: 2017-Present,Yes,RepJimmyGomez,'1927873145660117220',"Met with the Korean business community in LA today. Trump’s tariffs are driving up prices, delaying shipments, and making it harder to plan ahead.

These aren’t just numbers—they’re jobs and families trying to build a future.

That's why I’m fighting to end these dumb tariffs. https://t.co/ok9XX1CoHt",en,Tweet,0,5,2,2,688.0,2025-05-29 00:42:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GsEuaElWoAAOGap.jpg,https://pbs.twimg.com/media/GsEuaEkXoAAWjHr.jpg,https://pbs.twimg.com/media/GsEuaEgXkAAgI_S.jpg"
"Moore, Riley M.",Representative,West Virginia,2,Republican,House: 2025-Present,Yes,RepRileyMoore,'1927873485285593590',"The CCP poses an existential threat to the U.S. We should not be letting 300,000 Chinese nationals into our research institutions every year. 

This is a huge move from the Trump Admin, and now Congress must codify the president's agenda by passing my Stop CCP Visas Act.",en,Tweet,17,685,204,47,61767.0,2025-05-29 00:43:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Van Duyne, Beth",Representative,Texas,24,Republican,House: 2021-Present,Yes,RepBethVanDuyne,'1927875318435487864',God Bless and protect the courageous men and women of the U.S. Border Patrol!,en,Tweet,1,24,4,3,1550.0,2025-05-29 00:51:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Thune, John",Senator,South Dakota,,Republican,"Senate: 2005-Present, House: 1997-2003",Yes,LeaderJohnThune,'1927875707469726148',Got to catch up with the hardworking folks at Westside Implement and Tony's Collision Center in Clark. https://t.co/xLho9Zghlf,en,Tweet,3,136,12,204,19831.0,2025-05-29 00:52:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GsEwvCLW8AA1Tns.jpg,https://pbs.twimg.com/media/GsEwvCNWsAAoy7i.jpg,https://pbs.twimg.com/media/GsEwvCSXkAEBTbZ.jpg"
"Moore, Riley M.",Representative,West Virginia,2,Republican,House: 2025-Present,Yes,RepRileyMoore,'1927875971438293383',"@SecRubio I’m proud to be leading this fight in Congress. My February op-ed on this issue ⬇️

https://t.co/iOrtoV1pD9",en,Reply,6,108,11,7,25588.0,2025-05-29 00:53:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.newsweek.com/congressman-stop-chinas-exploitation-our-student-visa-program-opinion-2029415,,
"Issa, Darrell",Representative,California,48,Republican,"House: 2001-2019, 2021-Present",Yes,repdarrellissa,'1927876705814741236',The First Amendment does not entitle NPR to your tax dollars,en,Tweet,19,8944,1169,360,63849.0,2025-05-29 00:56:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Moore, Riley M.",Representative,West Virginia,2,Republican,House: 2025-Present,Yes,RepRileyMoore,'1927876880201568722',"@libsoftiktok Proud to be leading this fight in Congress!

https://t.co/eHAcN8Z38e",en,Reply,0,17,3,0,896.0,2025-05-29 00:57:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.foxnews.com/politics/chinese-nationals-banned-from-us-student-visas-under-new-house-gop-proposal.amp,,
"Schumer, Charles E.",Senator,New York,,Democratic,"Senate: 1999-Present, House: 1981-1999",Yes,SenSchumer,'1927876881111494698',Liberation Day,en,Tweet,30,2884,243,742,138587.0,2025-05-29 00:57:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
