Name,Role,State,District,Party,Served,Active On X,Account,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
"DeSaulnier, Mark",Representative,California,10,Democratic,House: 2015-Present,Yes,RepDeSaulnier,'1920255771696378236',"The Republican budget attempts to slash programs that millions of Americans rely on. Today, I joined my @HouseDemocrats colleagues in supporting a discharge petition, one of the tools of the minority party in Congress, to try to force a vote on a bill that would prohibit Republicans from including any cuts to Medicaid and SNAP laid out in their budget scheme.",en,Tweet,0,2,0,1,281.0,2025-05-08 00:13:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Mullin, Markwayne",Senator,Oklahoma,,Republican,"Senate: 2023-Present, House: 2013-2023",Yes,SenMullin,'1920256164970877033',Joining @IngrahamAngle next on @FoxNews.,en,Tweet,3,364,41,391,24743.0,2025-05-08 00:15:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Trahan, Lori",Representative,Massachusetts,3,Democratic,House: 2019-Present,Yes,RepLoriTrahan,'1920256369258553802',"Republicans want to gut Medicaid and the Affordable Care Act — just to pay back the billionaires who bankrolled their campaigns.
 
What they’re doing is shameful. It’s cruel. And it’s everything that’s wrong with a Republican-controlled Washington. https://t.co/k3SYHr9swH",en,Tweet,3,75,38,6,2111.0,2025-05-08 00:16:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1920256035891142657/vid/avc1/1080x1920/nIINMzNxaTlINA-S.mp4?tag=21
"Sorensen, Eric",Representative,Illinois,17,Democratic,House: 2023-Present,Yes,RepEricSorensen,'1920256390901158330',"Today, I was in the House Ag Committee hearing room meeting with reporters from @NAFB 

But this was supposed to be the day we voted on the House GOP’s budget to cut $230 billion from the SNAP food assistance program. 

Now my colleagues across the aisle are beginning to have jitters about taking food from hungry people…postponing the vote a week. 

Seems our voices are being heard!",en,Tweet,0,11,1,6,424.0,2025-05-08 00:16:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GqYfAiWWoAAnoR3.jpg
"Bynum, Janelle S.",Representative,Oregon,5,Democratic,House: 2025-Present,Yes,RepBynum,'1920256438120653228',Let’s talk about Trump’s budget. https://t.co/cfhxoKVpX7,en,Tweet,0,7,5,5,365.0,2025-05-08 00:16:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1920256145349812224/vid/avc1/1080x1920/xjfrwZ5w2JMgFs_B.mp4?tag=21
"Brecheen, Josh",Representative,Oklahoma,2,Republican,House: 2023-Present,Yes,RepBrecheen,'1920256447184564728',"Great choice, Mr. President. https://t.co/NVAYpyAf7Y",en,Tweet,0,14,1,2,472.0,2025-05-08 00:16:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GqYfD9rWMAAKdT0.jpg
"Wilson, Frederica S.",Representative,Florida,24,Democratic,House: 2011-Present,Yes,RepWilson,'1920256646137221388',"Every Wednesday is #WearBlueWednesday because enough is enough.

It's time we #BringBackTheHostages.

#BringThemHomeNow🎗️ https://t.co/wEapau57fJ",en,Tweet,0,22,5,1,759.0,2025-05-08 00:17:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#WearBlueWednesday,#BringBackTheHostages,#BringThemHomeNow",,photo,https://pbs.twimg.com/media/GqYfPkVXMAAwDu6.jpg
"Smith, Tina",Senator,Minnesota,,Democratic,Senate: 2018-Present,Yes,SenTinaSmith,'1920256845777682515',"R's: We're going to cut Medicaid.

D's: People will lose their health insurance.

R's: Liars!

CBO: Actually, yeah, people will. A lot of people, in fact. Millions. https://t.co/hHo49iNTav",en,Tweet,120,3656,2016,753,85635.0,2025-05-08 00:18:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GqYfbH5WsAAuGHP.jpg
"Stanton, Greg",Representative,Arizona,4,Democratic,House: 2019-Present,Yes,RepGregStanton,'1920256924068753426',"Chaotic tariffs don’t bring jobs back to America—they just raise prices for working families.

It’s takes smart, sustained investments to create jobs. Look at what’s happening here in Arizona.

Trump should be looking to build on the success of the bipartisan CHIPS Act, not tear it up.",en,Tweet,0,14,3,6,959.0,2025-05-08 00:18:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Mills, Cory",Representative,Florida,7,Republican,House: 2023-Present,Yes,RepMillsPress,'1920257195096080655',"Pray with me for the victims in the Port Orange Walgreens shooting. My team has reached out to local law enforcement and we will work with them on any support they might need as they secure the scene and begin their investigation. 

https://t.co/t3FDs9GjBV",en,Tweet,1,75,24,0,3093.0,2025-05-08 00:19:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.hindustantimes.com/world-news/us-news/port-orange-shooting-multiple-people-shot-at-walgreens-on-taylor-road-florida-101746656228148.html,,
"Cline, Bem",Representative,Virginia,6,Republican,House: 2019-Present,Yes,RepBenCline,'1920257560386379913',"At today’s Agriculture Appropriations Subcommittee hearing, I had the opportunity to hear directly from @SecRollins on how @USDA is best supporting our farmers, ranchers, and producers.
                                                                                                                                                                                It was encouraging to hear a commitment to cutting burdensome regulations, prioritizing food safety, and putting hardworking agriculture communities, like those in Virginia’s Sixth District, first.",en,Tweet,0,12,2,7,635.0,2025-05-08 00:20:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GqYgEuRW4AAq1l4.jpg
"Hagerty, Bill",Senator,Tennessee,,Republican,Senate: 2021-Present,Yes,SenatorHagerty,'1920257976813662655',"Until we see a real commitment from China that they’re going to follow through, @POTUS should not lend any forgiveness when negotiating deals with the CCP. https://t.co/vtZr333PHi",en,Tweet,1,82,22,25,3211.0,2025-05-08 00:22:32,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1920223063909515264/vid/avc1/1280x720/8D8yLDGkryc-jxfe.mp4?tag=16
"Omar, Ilhan",Representative,Minnesota,5,Democratic,House: 2019-Present,Yes,Ilhan,'1920258311166849206',"Professor @DavidCole_Gtown has spent his career defending free speech.

Today, he called out House Republicans McCarthy-style attacks on dissent, especially against pro-Palestine voices and non-citizens. https://t.co/XVTXoccrty",en,Tweet,3,162,38,150,15774.0,2025-05-08 00:23:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1920258235619028992/vid/avc1/360x640/McaAPXRpFD3JWJWD.mp4?tag=16
"Britt, Katie Boyd",Senator,Alabama,,Republican,Senate: 2023-Present,Yes,SenKatieBritt,'1920259263185743998',Great to hear an update from @MobileRegional on #BuildBFM terminal project. Progress at @flyBFM is vital for regional economic growth. I’m proud to support this essential transportation hub that will serve SW Alabama for generations. https://t.co/p5hxENjMlF,en,Tweet,0,62,6,6,3830.0,2025-05-08 00:27:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#BuildBFM,,photo,"https://pbs.twimg.com/media/GqYZH7PWAAA_7VA.jpg,https://pbs.twimg.com/media/GqYZH7fWEAE3_YP.jpg"
"Meng, Grace",Representative,New York,6,Democratic,House: 2013-Present,Yes,RepGraceMeng,'1920259393058119991',"The law requires the FBI to make public how they use federal funding appropriated by Congress.

Under the Trump Administration, this information is no longer available.

@FBIDirectorKash claims he'll uphold the law & restore trust in the agency. I'll hold him accountable to that.

https://t.co/8wi6Vuh3XU",en,Tweet,0,6,1,3,557.0,2025-05-08 00:28:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Fitzpatrick, Brian K.",Representative,Pennsylvania,1,Republican,House: 2017-Present,Yes,RepBrianFitz,'1920259797074473193',"Always great working with my friends at @BAFOUND and @thebeefoundatio—including our own Tim Carroll of Feasterville—as we continue this critical mission together.

We met today to keep driving forward real solutions like Ellie’s Law—the bipartisan bill I introduced to secure dedicated federal funding for brain aneurysm research. This legislation focuses on early detection, better treatment options, and the life-saving prevention strategies we desperately need.

I’m grateful to partner with such passionate advocates and was honored to receive the Brain Aneurysm Champion Award—but this work has never been about recognition. It’s about results. Together, we’re turning pain into purpose and making sure no more families are caught off guard by this silent killer.",en,Tweet,0,6,0,7,1171.0,2025-05-08 00:29:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GqYiG6sWsAAa6Kh.jpg
"Biggs, Andy",Representative,Arizona,5,Republican,House: 2017-Present,Yes,RepAndyBiggsAZ,'1920259860362371514',"Planned Parenthood is a state-funded abortion factory. 

Defund, defund, defund.",en,Tweet,10,2706,547,206,43143.0,2025-05-08 00:30:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Scott, Rick",Senator,Florida,,Republican,Senate: 2019-Present,Yes,SenRickScott,'1920259982064226762',"My bill to put an independent IG at the @federalreserve takes a huge step in bringing much-needed accountability to Jay Powell’s Fed to make it work in the best interests of the American people. 
https://t.co/WNNLudYzFF",en,Tweet,0,77,13,21,7404.0,2025-05-08 00:30:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.rickscott.senate.gov/2025/5/sens-rick-scott-elizabeth-warren-lead-push-for-independent-inspector-general-at-the-federal-reserve,,
"Panetta, Jimmy",Representative,California,19,Democratic,House: 2017-Present,Yes,RepJimmyPanetta,'1920259982697644305',"We’re going LIVE in just a few minutes for my town hall on tariffs and their economic consequences.

📞 Dial in: 833-380-0413
🔗 Or stream here: https://t.co/ZkWEEjq9lo

Let’s talk about how we protect our economy and stand up for CA’s working families. https://t.co/HPVsdyf8gS",en,Tweet,0,0,1,7,364.0,2025-05-08 00:30:31,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,https://panetta.house.gov/live,photo,https://pbs.twimg.com/media/GqYiRxmWQAAQ_TO.jpg
"Kim, Andy",Senator,New Jersey,,Democratic,"Senate: 2024-Present, House: 2019-2024",Yes,SenatorAndyKim,'1920260078005072223',"Reopening Delaney Hall won’t fix our broken immigration system or make us safer—it just pads the pockets of a private company that prioritizes profit over people.

I recently inspected an ICE detention center in New Jersey and saw how the Trump administration's claims of focusing on dangerous criminals don’t match the reality. People like Karim Daoud—who has lived here for 21 years, has no criminal record, and has a wife and kids who are U.S. citizens—are being detained. Detaining individuals like him doesn’t improve safety—it only creates division and fear in our communities.

We need transparency and accountability to be certain of safe and humane conditions at places like Delaney Hall. Most of all, we must push for real immigration reform across our nation. - AK",en,Tweet,1,97,29,20,3811.0,2025-05-08 00:30:53,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Kim, Andy",Senator,New Jersey,,Democratic,"Senate: 2024-Present, House: 2019-2024",Yes,SenatorAndyKim,'1920260079577653719',"En Español⬇️

Reabriendo Delaney Hall no solucionará nuestro sistema migratorio ni nos hará más seguros; solo llena los bolsillos de una empresa privada que prioriza las ganancias sobre las personas.

Recientemente inspeccioné un centro de detención de ICE en Nueva Jersey y vi cómo las afirmaciones de la administración Trump que se centran en delincuentes peligrosos pero no se corresponden con la realidad. Personas como Karim Daoud, quien ha vivido aquí por 21 años, no tiene antecedentes y tiene esposa e hijos ciudadanos estadounidenses, están detenidos. Deteniendo a personas como él no mejora nuestra seguridad; solo crea división y miedo en nuestras comunidades.

Necesitamos transparencia y rendición de cuentas para garantizar condiciones seguras y humanas en lugares como Delaney Hall. Sobre todo, debemos impulsar una reforma migratoria real en todo el país. - AK",es,Reply,0,5,2,3,1248.0,2025-05-08 00:30:54,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Menendez, Robert",Representative,New Jersey,8,Democratic,House: 2023-Present,Yes,RepMenendez,'1920260107964674106',"Trump’s DOGE team is building a massive centralized database of Americans’ personal data—stripping away privacy protections and putting all Americans at risk.

I spoke on the House Floor to sound the alarm. @HouseDemocrats are fighting back. https://t.co/UhbHd7Sk8d",en,Tweet,1,21,7,24,1412.0,2025-05-08 00:31:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1920259830620602368/vid/avc1/960x960/e6X12NI6BMV_DRLv.mp4?tag=21
"DeSaulnier, Mark",Representative,California,10,Democratic,House: 2015-Present,Yes,RepDeSaulnier,'1920260178978689470',Refineries here in Contra Costa County are at the center of the energy transition and represent hazardous material sites in our community. I talked about the role of regulatory oversight at today’s @TransportDems hearing. https://t.co/rDvcdonbwG,en,Tweet,0,1,0,2,340.0,2025-05-08 00:31:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1920258474711396353/vid/avc1/1280x720/PVaDHnbGNIYYiie-.mp4?tag=21
"McClintock, Tom",Representative,California,5,Republican,House: 2009-Present,Yes,RepMcClintock,'1920260860045606999',Enjoyed meeting with local business leaders during their annual Cap-to-Cap trip.  We spoke about the need for tax and regulatory relief and the importance of free trade to our economy.  I’m optimistic we’ll have these policies in place by summer. https://t.co/rNUQZwlows,en,Tweet,0,12,4,6,763.0,2025-05-08 00:34:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GqYHr11W4AA0WBt.jpg
"Mace, Nancy",Representative,South Carolina,1,Republican,House: 2021-Present,Yes,RepNancyMace,'1920261111355494559',"Remember ‘Maryland man’ and ‘Dad of the Year’? 

Yeah, now it’s DOJ investigation. Another fairytale from the press falls apart.",en,Tweet,3,280,61,41,25971.0,2025-05-08 00:35:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Gomez, Jimmy",Representative,California,34,Democratic,House: 2017-Present,Yes,RepJimmyGomez,'1920261581629501844',"This #PublicServiceRecognitionWeek, I’m shouting out @AFGENational and public service workers who keep our country running—from safe flights to paved roads.

Despite attacks from Trump, Elon, and others, we’re in this fight together to protect the services our communities rely on.",en,Tweet,0,4,2,0,790.0,2025-05-08 00:36:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#PublicServiceRecognitionWeek,,video,https://video.twimg.com/amplify_video/1920261508983918592/vid/avc1/720x1280/3r0CWWbuvOQLK_6q.mp4?tag=21
"Ogles, Andrew",Representative,Tennessee,5,Republican,House: 2023-Present,Yes,RepOgles,'1920262023360737607',"Democrats can side with human traffickers and gang thugs all they want.

I’m standing with the people of Tennessee—every single day. https://t.co/eB1WmXTF7F",en,Tweet,11,1009,308,36,6445.0,2025-05-08 00:38:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1920261949062860801/vid/avc1/1920x1080/EAe_3q3l7EclsfTt.mp4?tag=21
"Espaillat, Adriano",Representative,New York,13,Democratic,House: 2017-Present,Yes,RepEspaillat,'1920262034228187584',Read my statement on the Disruption at Columbia University https://t.co/vMwNMH2iyC,en,Tweet,3,22,3,16,3432.0,2025-05-08 00:38:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GqYkJG6WUAAYKfA.jpg
"Owens, Burgess",Representative,Utah,4,Republican,House: 2021-Present,Yes,RepBurgessOwens,'1920262677315637526',America’s campuses aren’t for sale — and America’s students aren’t pawns of the Chinese Communist Party. My statement on @HouseGOP passing the DHS Restrictions on Confucius Institutes Act ⬇️ https://t.co/wBg1xaqaTZ,en,Tweet,0,19,4,8,835.0,2025-05-08 00:41:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GqYknqvWwAAdji0.jpg
"Mills, Cory",Representative,Florida,7,Republican,House: 2023-Present,Yes,RepMillsPress,'1920262893867516065',"I voted YES on H.R. 881, the DHS Restrictions on Confucius Institutes Act to weaken foreign influence in our education system. The CCP's grip on our campuses through entities like Confucius Institutes threatens academic freedom and our national security. If a U.S. institution accepts funding from the Chinese government or other entities of concern, it should NOT receive U.S. taxpayer dollars. This bill brings an end to foreign influence, prioritizing our students' education and our nation's security.",en,Tweet,4,179,53,1,7009.0,2025-05-08 00:42:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Gottheimer, Josh",Representative,New Jersey,5,Democratic,House: 2017-Present,Yes,RepJoshG,'1920263376116273590',"The Houthis continue to launch missiles at Israel — striking Ben Gurion Airport on Sunday and injuring six civilians.

Yet, President Trump announced the U.S. is ending our campaign against the Houthis without Israel’s awareness. Abandoning our key ally isn’t just reckless, it’s dangerous.",en,Tweet,1,8,1,5,1230.0,2025-05-08 00:44:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
"Cruz, Ted",Senator,Texas,,Republican,Senate: 2013-Present,Yes,SenTedCruz,'1920263552713080909',"I have introduced the RESTORE Act.

This bill would require the Department of Defense to establish a Special Review Board to audit the service-wide handling of religious accommodation requests related to the COVID-19 vaccine mandate.

https://t.co/upzgCx6dPu https://t.co/pviVG6LCNH",en,Tweet,4,421,87,89,39385.0,2025-05-08 00:44:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-colleagues-introduce-bill-defending-troops-constitutional-right-to-freedom-of-religion,photo,https://pbs.twimg.com/media/GqYlg1KXIAAA0DG.jpg
"McClain, Lisa C.",Representative,Michigan,9,Republican,House: 2021-Present,Yes,RepLisaMcClain,'1920263607603880174',Proud to support @RepPfluger’s bill to block Communist China’s propaganda from our college campuses. https://t.co/zRq8PUE1hD,en,Tweet,0,40,8,10,2051.0,2025-05-08 00:44:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GqYlkvbXgAAT4eM.jpg
"Scott, Rick",Senator,Florida,,Republican,Senate: 2019-Present,Yes,SenRickScott,'1920263849468686735',"Trump is right. As governor, I chose to reject federal $ for this high-speed rail project, citing the high risk of FL taxpayers being left on the hook. CA gladly accepted funding. 14 years & billions later, guess who’s paying the price—CA taxpayers.   

The media & Dems were relentless in their attacks against me. We made the right choice for FL.",en,Tweet,1,139,20,18,12236.0,2025-05-08 00:45:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Neguse, Joe",Representative,Colorado,2,Democratic,House: 2019-Present,Yes,RepJoeNeguse,'1920264036286967835',"Grateful to meet with members of Colorado Cattlemen's Agricultural and Estes Valley Land Trust. From protecting our natural resources to supporting our agricultural communities, we’ll keep working together on behalf of the people of our great state. https://t.co/im95vQ2H0a",en,Tweet,0,20,1,6,2456.0,2025-05-08 00:46:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GqYlh0zWUAA5Ijd.jpg,https://pbs.twimg.com/media/GqYlh1MWMAAwwIH.jpg"
"Gooden, Lance",Representative,Texas,5,Republican,House: 2019-Present,Yes,Lancegooden,'1920264040074322323',"Migrant teen gangs beat up cops in NYC.

6 people shot and killed in 24 hours in Minneapolis.

Pro-Hamas rioters take over the University of Washington.

Liberal America emboldens criminals.",en,Tweet,0,177,49,15,8258.0,2025-05-08 00:46:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Gonzales, Tony",Representative,Texas,23,Republican,House: 2021-Present,Yes,RepTonyGonzales,'1920264263790207243',"NEW: @FBIDirectorKash told me during today’s @HouseAppropsGOP hearing that more FBI Agents are coming to Texas. 

Less bureaucracy in D.C. and more agents in the field is EXACTLY the right approach. We’re moving full steam ahead to strengthen public safety initiatives. ⬇️ https://t.co/I762uqLQCQ",en,Tweet,0,17,8,3,930.0,2025-05-08 00:47:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1920264189584490496/vid/avc1/960x548/QXIKby7_MMgUkvYT.mp4?tag=21
"Dingell, Debbie",Representative,Michigan,6,Democratic,House: 2015-Present,Yes,RepDebDingell,'1920264794046599280',"I always enjoy meeting kids who care and are engaged on important issues. Thank you to Beach Middle School from Chelsea for letting me hang out.
 
Some of my favorite questions:
➡️Why did you get into politics?
➡️What do you stand for?
➡️Where is your outfit from? https://t.co/skTHXNv0sg",en,Tweet,2,23,2,13,2045.0,2025-05-08 00:49:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GqYmmOjXEAAp_Hh.jpg,https://pbs.twimg.com/media/GqYmmOtXkAA_3eI.jpg,https://pbs.twimg.com/media/GqYmmOuWwAAC109.jpg,https://pbs.twimg.com/media/GqYmmOqXQAAD93v.jpg"
