Name,Role,State,District,Party,Served,Active On X,Account,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
"Kennedy, Mike",Representative,Utah,3,Republican,House: 2025-Present,Yes,RepMikeKennedy,'1955768914228519151',"I enjoyed joining my friend and colleague, @RepBurgessOwens, at the Provo City Library for an in-person town hall this morning. Thank you to the Utah County Liberty Forum for hosting this public event and to law enforcement for ensuring a respectful and civil dialogue. https://t.co/TZjXJgWjx7",en,Tweet,0,8,0,2,256.0,2025-08-14 00:10:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GyRJdHDa4AIzXTL.jpg,https://pbs.twimg.com/media/GyRJdHBWQAAEjOf.jpg,https://pbs.twimg.com/media/GyRJdG5aoAAhKMR.jpg,https://pbs.twimg.com/media/GyRJdG9a4AIUFC-.jpg"
"McClain, Lisa C.",Representative,Michigan,9,Republican,House: 2021-Present,Yes,RepLisaMcClain,'1955768928094859446',"My Big Beautiful Tour is all about giving @HouseGOP’s policies a face in our communities. 

This bill makes the American Dream a reality again for working-class families. I am honored to share their success stories alongside my colleagues!",en,Tweet,0,35,10,18,3980.0,2025-08-14 00:10:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Fine, Randy",Representative,Florida,6,Republican,House: 2025-Present,Yes,RepFine,'1955769606448075151',"Recess-palooza stop #15 -- Beautiful visit to the @FlaglerCtyGov Beaches with Chairman Dance and County Manager Petito learning about the help they need dealing with @fema and the @ArmyCorpsNAD.   Our beaches make Florida Florida and having worked on beach restoration issues the past eight years, I understand the issues and am excited to help!",en,Tweet,0,21,1,22,4717.0,2025-08-14 00:13:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GyRKFmZXEAMDiV8.jpg
"Schumer, Charles E.",Senator,New York,,Democratic,"Senate: 1999-Present, House: 1981-1999",Yes,SenSchumer,'1955770275510858011',The HUGE ego of Donald Trump is so unbecoming of any human being let alone a president. https://t.co/n3VW2Lhboa,en,Tweet,12,1091,271,1058,66130.0,2025-08-14 00:15:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GyRHQEzXAAAxrVc.jpg
"Lee, Mike",Senator,Utah,,Republican,Senate: 2011-Present,Yes,SenMikeLee,'1955770845126910086',Describing depraved serial killers of women and children as “service members” being “slaughtered” may explain why Americans no longer trust news media.,en,Tweet,4,470,99,35,34248.0,2025-08-14 00:18:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"McDowell, Addison P.",Representative,North Carolina,6,Republican,House: 2025-Present,Yes,RepMcDowell,'1955771851868921886',"DHS’s @TriciaOhio is right, folks with 14 counts of attempted murder aren’t the neighbors we want, especially illegal aliens.

ICE is working coast to coast to get these criminals off our streets.

By the way, these illegals came here under the last two Democratic presidents. https://t.co/iolLB1Yc0P",en,Tweet,0,7,4,2,458.0,2025-08-14 00:22:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1955744814261051400/vid/avc1/960x544/1Pwf_D9zgyYrv6hd.mp4?tag=21
"Kaptur, Marcy",Representative,Ohio,9,Democratic,House: 1983-Present,Yes,RepMarcyKaptur,'1955772765862031542',"Cutting NASA is a loss for science, exploration, and jobs. I’m honored to represent Ohio, the birthplace of aviation, which helped send American astronauts to the stars above. This will devastate @NASAGlenn facilities in northern Ohio and the local communities they help support! https://t.co/8k1H1n9toa",en,Tweet,2,64,33,11,13271.0,2025-08-14 00:25:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GyRM9tpWYAUpGxk.jpg
"Pou, Nellie",Representative,New Jersey,9,Democratic,House: 2025-Present,Yes,RepNellie,'1955773034758840495',"The continued water crisis in Passaic County is a tragedy and an outrage and my heart goes out to all affected. Over the past several days my office has been in contact with federal, state and local water officials to make sure emergency responders and constituents have needed assistance. All available resources must be brought to bear to address this crisis.",en,Tweet,0,2,3,4,653.0,2025-08-14 00:26:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GyRNNagW0AcKXg2.jpg
"Cruz, Ted",Senator,Texas,,Republican,Senate: 2013-Present,Yes,SenTedCruz,'1955773159778488685',"Heidi and I are praying for all those involved in this tragic accident with a Leander ISD school bus.

My team and I are monitoring the situation. https://t.co/ePgVyCzmw0",en,Tweet,6,577,88,89,41672.0,2025-08-14 00:27:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.fox7austin.com/news/leander-isd-school-bus-crash.amp,,
"Crank, Jeff",Representative,Colorado,5,Republican,House: 2025-Present,Yes,RepJeffCrank,'1955773190455877989',"An honor to join the entire Colorado U.S. House of Representatives delegation, hosted by the @ColoradoChamber, to have a productive discussion on issues most important to our State. https://t.co/IczeQrwJxm",en,Tweet,0,8,1,4,412.0,2025-08-14 00:27:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GyRNWQaXYAMz5Mo.jpg,https://pbs.twimg.com/media/GyRNWQaWwAAORWA.jpg"
"Goldman, Daniel S.",Representative,New York,10,Democratic,House: 2023-Present,Yes,RepDanGoldman,'1955773522757705831',"Over the past seven months, Trump and the GOP have cut food aid, slashed Medicaid, implemented debilitating tariff taxes on small businesses, and militarized ICE enforcement—all deeply harming New York's AAPI community.

Today, I convened a roundtable of AAPI leaders and officials in Sunset Park to discuss how we are fighting back and how we can work together to make their voices heard.",en,Tweet,2,93,46,83,4635.0,2025-08-14 00:28:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GyRNf1jXsAQkRu-.jpg,https://pbs.twimg.com/media/GyRNW95W4AIsDBY.jpg"
"Auchincloss, Jake",Representative,Massachusetts,4,Democratic,House: 2021-Present,Yes,RepAuchincloss,'1955773867051638905',"When Brad Smith was at HHS, he hooked up his own corporate health insurance investors by cutting regulations and boosting reimbursement for Medicare Advantage. https://t.co/AGLq1ZPyGv",en,Tweet,1,16,4,6,1896.0,2025-08-14 00:30:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GyQ4WrLXsAErACR.jpg
"Cornyn, John",Senator,Texas,,Republican,Senate: 2002-Present,Yes,JohnCornyn,'1955774201022836936',No,qst,Tweet,73,1255,244,1878,634933.0,2025-08-14 00:31:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Mace, Nancy",Representative,South Carolina,1,Republican,House: 2021-Present,Yes,RepNancyMace,'1955774368598123001',"CJNG is a terrorist cartel flooding America with fentanyl and fear. Under President Trump, the reign of terror ends, we’ll crush their business and shut them down for good. Period.",en,Tweet,2,207,33,32,22102.0,2025-08-14 00:32:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Moody, Ashley",Senator,Florida,,Republican,Senate: 2025-Present,Yes,SenAshleyMoody,'1955774410020835336',"Today, I was honored to be in Orlando with @OrangeCoSheriff John Mina and @OrlandoFireDept Chief Charlie Salazar urging the passage of the Graham Hoffman Act which federally criminalizes certain attacks on first responders.
 
In Florida, we support our first responders, and this bill will help hold criminals who assault them accountable.",en,Tweet,3,165,23,41,11725.0,2025-08-14 00:32:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GyROdVjWkAYGg5F.jpg,https://pbs.twimg.com/media/GyROdVoWgAoWmMg.jpg"
"Cornyn, John",Senator,Texas,,Republican,Senate: 2002-Present,Yes,JohnCornyn,'1955775073383567733',No restrictions on law abiding Texans,en,Tweet,9,172,36,358,104899.0,2025-08-14 00:34:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Husted, Jon",Senator,Ohio,,Republican,Senate: 2025-Present,Yes,SenJonHusted,'1955775227809714417',"David from Homeworth joined my recent telephone town hall to share his concerns about unreasonable red tape that’s hurting Ohioans.

My first bill signed into law repealed Biden-era rules that made household appliances more expensive. I’ll keep fighting to make life easier and more affordable for Ohio families.",en,Tweet,0,22,1,14,2018.0,2025-08-14 00:35:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1955768330410663941/vid/avc1/1080x1080/aarr6iEocHW617j3.mp4?tag=21
"Davis, Donald G.",Representative,North Carolina,1,Democratic,House: 2023-Present,Yes,RepDonDavis,'1955776027914874905',"The Spot is significantly impacting young people in Wilson through after-school and summer programs and early exposure to STEM. Witnessing our kids' excitement about receiving a $5,000 STEM education grant from We Work For Health was priceless. https://t.co/q0P8jrQbZ9",en,Tweet,1,4,3,0,275.0,2025-08-14 00:38:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GyRP68pXYAQqwiM.jpg,https://pbs.twimg.com/media/GyRP68fWIAEiAEq.jpg,https://pbs.twimg.com/media/GyRP68eWIAAYy-z.jpg,https://pbs.twimg.com/media/GyRP68eW0AURL8b.jpg"
"Feenstra, Randy",Representative,Iowa,4,Republican,House: 2021-Present,Yes,RepFeenstra,'1955776641843782134',"Today, our Regional Director — Jim — attended the Pocahontas County Farm Bureau Annual Dinner at the Pocahontas Golf Club.

Our farmers and producers make significant contributions to our economy and communities.

I’ll always be a strong voice for Iowa agriculture! https://t.co/jM9kGbfvi2",en,Tweet,0,3,1,0,461.0,2025-08-14 00:41:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GyRQcrna4AQ2bLZ.jpg
"Bean, Aaron",Representative,Florida,4,Republican,House: 2023-Present,Yes,RepAaronBean,'1955776725981245552',"Each year, The Southside Business Men's Club presents awards to local men and women of @THEJFRD and @JSOPIO in recognition of their outstanding service to the community. 

👏🏻🎉 Congratulations to this year’s recipients! It was an honor to be able to participate by sending a special video message and by having staff in attendance for today’s meeting.

It’s always a good day when we can recognize our local heroes for their dedicated service. I am incredibly grateful for those who put on a uniform each day to keep our communities safe.",en,Tweet,0,4,0,1,362.0,2025-08-14 00:41:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1955776669911789568/vid/avc1/940x788/U6wfHQshEGNFhxq4.mp4?tag=21
"Brown, Shontel M.",Representative,Ohio,11,Democratic,House: 2021-Present,Yes,RepShontelBrown,'1955776971838824577',"Thanks to everyone who attended today’s town hall in Lakewood – it was great to hear directly from you. Trump’s Big Ugly Bill would cut health care for 500,000 Ohioans and nutrition benefits for 98,000 — and I’m committed to fighting back. https://t.co/PaunMAuebf",en,Tweet,4,75,19,6,1236.0,2025-08-14 00:42:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GyRQw1IWwAUfQHu.jpg,https://pbs.twimg.com/media/GyRQw0-XwAMgevq.jpg"
"Johnson, Ron",Senator,Wisconsin,,Republican,Senate: 2011-Present,Yes,SenRonJohnson,'1955777364014555372',"The FBI and DOJ peddled a false Russia-collusion narrative against Trump while burying legitimate Clinton corruption probes. 

This is blatant political weaponization — protecting Democrats and sabotaging President Trump. We must defund the deep state, root out partisan actors, and hold them accountable in court.",en,Tweet,47,2385,703,222,28709.0,2025-08-14 00:43:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1955777243734577153/vid/avc1/640x360/J7BdozJJ7day8Pqv.mp4?tag=21
"Salinas, Andrea",Representative,Oregon,6,Democratic,House: 2023-Present,Yes,RepSalinas,'1955777487444828624',"I held a roundtable in #Salem to discuss the devastating impact of cutting billions in nutrition assistance for hardworking families.

Republicans have made it clear that they prioritize the wealthiest Americans, but I'll keep working to ensure that folks can put food on the dinner table every day.",en,Tweet,1,5,2,3,389.0,2025-08-14 00:44:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#Salem,,video,https://video.twimg.com/amplify_video/1955776580271398912/vid/avc1/1080x1920/HgrnmagA6i2cjd6W.mp4?tag=21
"Grassley, Chuck",Senator,Iowa,,Republican,"Senate: 1981-Present, House: 1975-1981",Yes,ChuckGrassley,'1955777614192230674',"Tour/Q&amp;A 31ppl at Camp High Hopes in Sioux City to talk abt Medicaid #99countymeetings 

Camp High Hopes is a place where children + teens+ adults w disabilities, special needs and chronic illnesses can experience exceptional recreational activities https://t.co/KDppnKLYmP",en,Tweet,2,81,17,23,15013.0,2025-08-14 00:44:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#99countymeetings,,photo,"https://pbs.twimg.com/media/GyRRX6_WEAQJ_uu.jpg,https://pbs.twimg.com/media/GyRRX7SW4AQBp2s.jpg"
"Davis, Donald G.",Representative,North Carolina,1,Democratic,House: 2023-Present,Yes,RepDonDavis,'1955778014739865777',"With over 7,000 members, the Goldsboro Family YMCA is a welcoming hub for families to engage in the joys of fitness and fun. During my visit, the team's genuine dedication to better serving their members highlighted it’s more than just a facility but a cherished place for the community to connect.",en,Tweet,1,7,4,0,633.0,2025-08-14 00:46:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GyRRupcXAAIUbvI.jpg,https://pbs.twimg.com/media/GyRRupZWcAEHiuo.jpg,https://pbs.twimg.com/media/GyRRupZWQAAS3w3.jpg"
"Lynch, Stephen F.",Representative,Massachusetts,8,Democratic,House: 2001-Present,Yes,RepStephenLynch,'1955778054531236100',"In another blatant example of this Administration defying the rule of law, the Trump Administration decided to strip collective bargaining rights from our dedicated employees at the VA. 

Last week, I sent a letter to the Administration in strong opposition to this decision.

The policies affecting our VA workforce and veterans’ community should always reflect the obligation owed to our veterans for their courageous service previously rendered.",en,Tweet,4,57,17,17,2040.0,2025-08-14 00:46:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1955777884527673345/vid/avc1/1080x1920/b34HcRxAtYLjvp-b.mp4?tag=21
"Spartz, Victoria",Representative,Indiana,5,Republican,House: 2021-Present,Yes,RepSpartz,'1955778277441761513',"Today, Rep. Spartz also participated in a forum organized by the Independent Colleges of Indiana, discussing the importance of innovation, lifelong learning, and the serious reforms needed in our educational system to align skills with the demands of the 21st-century economy. https://t.co/vyBpTZ9jVS",en,Tweet,0,65,8,12,2959.0,2025-08-14 00:47:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GyRR-HjWYAEmvZu.jpg,https://pbs.twimg.com/media/GyRR-HzXwAA0LQJ.jpg,https://pbs.twimg.com/media/GyRR-HfXUAMX9GG.jpg"
"Garcia, Sylvia R.",Representative,Texas,29,Democratic,House: 2019-Present,Yes,RepSylviaGarcia,'1955779324906205202',"Happy birthday, @houmayor John Whitmire! 🎂 Grateful for your leadership, friendship, and commitment to serving the people of Houston. Wishing you many more years of success and service to our great city. 

@HoustonTX https://t.co/SMWZXXSpoJ",en,Tweet,0,13,3,6,3926.0,2025-08-14 00:51:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GyRS7cSXMAAkGMU.jpg
"Lummis, Cynthia M.",Senator,Wyoming,,Republican,"Senate: 2021-Present, House: 2009-2017",Yes,SenLummis,'1955779401464922269',President Trump is delivering safety and prosperity to the American people.,en,Tweet,8,829,56,69,44192.0,2025-08-14 00:52:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Ogles, Andrew",Representative,Tennessee,5,Republican,House: 2023-Present,Yes,RepOgles,'1955780086478655966',"President Trump has rightly declared a national emergency in Washington, D.C.—a city its own government has surrendered to chaos.

Under current law, the President can only federalize D.C. for thirty days.

I’m introducing a resolution to amend the D.C. Home Rule Act so the President can extend this emergency as long as it takes, until our Capitol is taken back and its streets are safe.

Congress must defend the President, and our Country.",en,Tweet,32,1831,499,163,107536.0,2025-08-14 00:54:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GyRTnySW0AcUo4R.jpg
"Ruiz, Raul",Representative,California,25,Democratic,House: 2013-Present,Yes,RepRaulRuizMD,'1955780444399550604',"Today, my office teamed up with the U.S. @StateDept Los Angeles Field Department and @First5Riverside to host a Passport Fair in #MeccaCA.
 
Applying or renewing for a passport can be a painful and tenuous process. That’s why I am bringing the services directly to you. I’m grateful to our partners for helping us bring this service directly to my constituents.",en,Tweet,0,3,0,2,337.0,2025-08-14 00:56:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#MeccaCA,,photo,https://pbs.twimg.com/media/GyRT6oXX0AY50ya.jpg
"Norton, Eleanor Holmes",Delegate,District of Columbia,At Large,Democratic,House: 1991-Present,Yes,EleanorNorton,'1955781217116414126',"President Trump fabricated the “emergency” that’s required to exist for a president to federalize DC Police, and he admitted to reporters today that he’s willing to fabricate a national emergency in order to try to extend his power. https://t.co/LoenfbuRDl",en,Tweet,6,49,25,16,9344.0,2025-08-14 00:59:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GyRUpgAWQAc0nuN.jpg
"Cammack, Kat",Representative,Florida,3,Republican,House: 2021-Present,Yes,RepKatCammack,'1955781986951553058',"Right here at UF, Gators are leading the way in using AI to revolutionize how students learn. From the classroom to the clinic, innovation like this will shape the future of healthcare. Proud to see Florida on the cutting edge! 🐊

https://t.co/JiuzT3zU2K",en,Tweet,0,2,6,12,860.0,2025-08-14 01:02:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://news.ufl.edu/2025/08/ai-is-changing-how-dental-students-learn/,,
"Goodlander, Maggie",Representative,New Hampshire,2,Democratic,House: 2025-Present,Yes,RepGoodlander,'1955781993196613822',"New Hampshire is in a “flash flood hotspot” zone.  Flooding is one of the top natural hazards in our state, and as we’ve seen time and again, a reliable emergency notification service can be the difference between life and death.

That’s why I’m cosponsoring commonsense, bipartisan legislation to modernize, strengthen, and update our critical emergency infrastructure. Learn more: https://t.co/bKjnvxQub4",en,Tweet,0,2,1,4,406.0,2025-08-14 01:02:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GyRVUdQXkAMgMSV.jpg
"Jordan, Jim",Representative,Ohio,4,Republican,House: 2007-Present,Yes,Jim_Jordan,'1955782042718777524',"President Trump’s One Big Beautiful Bill delivers SCHOOL CHOICE for American families. 

Parents over woke teachers unions! 

 Promises made. Promises kept. https://t.co/1TEFTgM9xT",en,Tweet,24,2035,407,577,99429.0,2025-08-14 01:02:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GyRVZ0EWAAEBSQ2.jpg
"King-Hinds, Kimberlyn",Representative,Northern Mariana Islands,At Large,Republican,House: 2025-Present,Yes,RepKimKingHinds,'1955782784242606428',"From books to the halls of leadership. Students from the Joeten Kiyu Public Library visited the Office of U.S. Delegate Kimberlyn King-Hinds, exploring how knowledge and civic engagement go hand in hand. https://t.co/MBewKnLpQ0",en,Tweet,0,0,0,0,97.0,2025-08-14 01:05:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1955782710116614144/vid/avc1/1080x1920/OWcuMPG068eG5kgs.mp4?tag=21
"Davis, Donald G.",Representative,North Carolina,1,Democratic,House: 2023-Present,Yes,RepDonDavis,'1955783214947295544',"The Better Best Podcast brings together Lenoir County youth to explore their passions and elevate their voices. We recently wrapped up an inspiring interview, reinforcing the importance of uplifting youth across eNC. https://t.co/gii2we3fvP",en,Tweet,1,3,3,1,298.0,2025-08-14 01:07:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GyRWdxOXoAE57xn.jpg,https://pbs.twimg.com/media/GyRWdxGWwAM6b5u.jpg,https://pbs.twimg.com/media/GyRWdxLWYAIXMD9.jpg"
"Stutzman, Marlin A.",Representative,Indiana,3,Republican,"House: 2010-2017, 2025-Present",Yes,RepStutzman,'1955784565882282489',"Looking forward to Trump hosting the 2025 Kennedy Center Honors!

Impressed by @POTUS’s new board and the excellent picks for their first class of honorees‼️",en,Tweet,0,7,1,3,467.0,2025-08-14 01:12:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Gooden, Lance",Representative,Texas,5,Republican,House: 2019-Present,Yes,Lancegooden,'1955784917813448861',"Democrats then: ""The border is secure!""

Democrats now: ""Crime isn't rampant in D.C.!""

They think the American people are dumb.",en,Tweet,1,348,51,21,12162.0,2025-08-14 01:13:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Davis, Donald G.",Representative,North Carolina,1,Democratic,House: 2023-Present,Yes,RepDonDavis,'1955785258042843173',There are no regrets about boldly voicing my support for the Snow Hill Police Department and the dedicated men and women of our law enforcement community. Engaging in a productive talk with town officials about how we can continue to prioritize our residents' best interests and position our community for success was meaningful.,en,Tweet,1,1,1,0,220.0,2025-08-14 01:15:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GyRYUYPXoAEzUQc.jpg,https://pbs.twimg.com/media/GyRYUYQWsAEF3BP.jpg,https://pbs.twimg.com/media/GyRYUYLX0AII-Yv.jpg"
